Topic_Name,K,Perplexity,Coherence
K27_MC12,27,608.0879849555098,0.40982623578861266
K27_MC13,27,608.0879849555098,0.40982623578861266
K27_MC14,27,608.0879849555098,0.40982623578861266
K27_MC15,27,608.0879849555098,0.40982623578861266
K27_MC16,27,608.0879849555098,0.40982623578861266
K27_MC17,27,608.0879849555098,0.40982623578861266
K27_MC18,27,608.0879849555098,0.40982623578861266
K27_MC19,27,608.0879849555098,0.40982623578861266
K27_MC2,27,608.0879849555098,0.40982623578861266
K27_MC20,27,608.0879849555098,0.40982623578861266
K27_MC21,27,608.0879849555098,0.40982623578861266
K27_MC22,27,608.0879849555098,0.40982623578861266
K27_MC23,27,608.0879849555098,0.40982623578861266
K27_MC24,27,608.0879849555098,0.40982623578861266
K27_MC25,27,608.0879849555098,0.40982623578861266
K27_MC26,27,608.0879849555098,0.40982623578861266
