id,topic_label,group_id,ship,best_k,component,dominant_species,n_segments,period_start,period_end,top3_detail,umap_x,umap_y
528,G252_component_2,252,TA,2,component_2,Calanoida indet (small),399,2010-02-02,2010-02-09,"Calanoida indet (small) (0.55), Oithona similis (0.18), Clausocalanus brevipes (0.06)",10.312117576599121,14.626089096069336
529,G253_component_1,253,TA,2,component_1,Calanus simillimus,235,2013-02-05,2013-02-09,"Calanus simillimus (0.81), Calanoida indet (small) (0.06), Limacina sp. (0.05)",15.515671730041504,-0.41613543033599854
530,G253_component_2,253,TA,2,component_2,Calanoida indet (small),235,2013-02-05,2013-02-09,"Calanoida indet (small) (0.57), Oithona similis (0.27), Clausocalanus brevipes (0.05)",9.762063980102539,13.878076553344727
531,G254_component_1,254,TA,2,component_1,Calanoida indet (small),37,2013-02-11,2013-02-14,"Calanoida indet (small) (0.59), Oithona similis (0.23), Clausocalanus brevipes (0.05)",9.737689971923828,13.87607479095459
532,G254_component_2,254,TA,2,component_2,Oithona similis,37,2013-02-11,2013-02-14,"Oithona similis (0.61), Fritillaria sp. (0.16), Oikopleura sp. (0.11)",3.2301175594329834,-0.573037326335907
533,G255_component_1,255,UM,2,component_1,Oithona similis,274,2005-01-02,2005-01-06,"Oithona similis (0.41), Calanoida indet (small) (0.38), Ctenocalanus citer (0.04)",5.296749591827393,16.21662712097168
534,G255_component_2,255,UM,2,component_2,Foraminifera indet,274,2005-01-02,2005-01-06,"Foraminifera indet (0.76), Calanoida indet (small) (0.13), Rhincalanus gigas nauplius (0.04)",-7.470280647277832,5.92719030380249
535,G256_component_1,256,UM,2,component_1,Foraminifera indet,358,2005-01-15,2005-01-20,"Foraminifera indet (0.84), Oithona similis (0.09), Calanus simillimus (0.04)",-7.005271911621094,5.768033981323242
536,G256_component_2,256,UM,2,component_2,Calanoida indet (small),358,2005-01-15,2005-01-20,"Calanoida indet (small) (0.49), Calanus simillimus (0.25), Oithona similis (0.16)",11.41592025756836,0.6538928151130676
537,G257_component_1,257,UM,2,component_1,Calanoida indet (small),218,2005-02-01,2005-02-04,"Calanoida indet (small) (0.48), Oithona similis (0.21), Foraminifera indet (0.20)",15.37157917022705,10.565000534057617
538,G257_component_2,257,UM,2,component_2,Copepoda indet,218,2005-02-01,2005-02-04,"Copepoda indet (0.38), Oithona similis (0.26), Calanus simillimus (0.14)",-2.453368663787842,9.256332397460938
539,G258_component_1,258,UM,2,component_1,Calanus simillimus,199,2005-02-15,2005-02-18,"Calanus simillimus (0.61), Calanoida indet (small) (0.13), Limacina sp. (0.07)",14.698390007019043,-0.12452562153339386
540,G258_component_2,258,UM,2,component_2,Calanoida indet (small),199,2005-02-15,2005-02-18,"Calanoida indet (small) (0.42), Oithona similis (0.22), Foraminifera indet (0.22)",15.35763168334961,10.634039878845215
541,G259_component_1,259,UM,2,component_1,Oithona similis,203,2006-01-06,2006-01-09,"Oithona similis (0.41), Calanoida indet (small) (0.40), Copepoda nauplius indet (0.05)",5.339878082275391,16.26218032836914
542,G259_component_2,259,UM,2,component_2,Foraminifera indet,203,2006-01-06,2006-01-09,"Foraminifera indet (0.45), Oithona similis (0.40), Oikopleura sp. (0.08)",-4.470234394073486,4.714367866516113
543,G260_component_1,260,UM,2,component_1,Oithona similis,299,2006-01-20,2006-01-26,"Oithona similis (0.41), Calanoida indet (small) (0.40), Copepoda nauplius indet (0.06)",5.554409980773926,16.391536712646484
544,G260_component_2,260,UM,2,component_2,Calanus simillimus,299,2006-01-20,2006-01-26,"Calanus simillimus (0.65), Oithona similis (0.11), Clausocalanus laticeps (0.08)",15.346209526062012,-0.19732023775577545
545,G261_component_1,261,UM,2,component_1,Oithona similis,279,2007-12-26,2007-12-30,"Oithona similis (0.41), Calanoida indet (small) (0.27), Foraminifera indet (0.08)",5.708008289337158,16.48104476928711
546,G261_component_2,261,UM,2,component_2,Fritillaria sp.,279,2007-12-26,2007-12-30,"Fritillaria sp. (0.53), Foraminifera indet (0.23), Oikopleura sp. (0.11)",6.603168487548828,-0.9652764201164246
547,G262_component_1,262,UM,2,component_1,Oithona similis,405,2008-01-10,2008-01-16,"Oithona similis (0.38), Ctenocalanus citer (0.24), Copepoda nauplius indet (0.11)",-2.0669755935668945,4.017813682556152
548,G262_component_2,262,UM,2,component_2,Foraminifera indet,405,2008-01-10,2008-01-16,"Foraminifera indet (0.37), Oithona similis (0.29), Calanoida indet (small) (0.13)",-5.110385894775391,4.816353797912598
549,G263_component_1,263,UM,2,component_1,Oithona similis,269,2008-01-25,2008-01-28,"Oithona similis (0.44), Ctenocalanus citer (0.20), Foraminifera indet (0.11)",-3.571194648742676,4.883742809295654
550,G263_component_2,263,UM,2,component_2,Calanus simillimus,269,2008-01-25,2008-01-28,"Calanus simillimus (0.54), Calanoida indet (small) (0.10), Foraminifera indet (0.09)",15.433642387390137,0.3261350691318512
551,G264_component_1,264,UM,2,component_1,Oithona similis,249,2008-02-12,2008-02-16,"Oithona similis (0.49), Calanoida indet (small) (0.25), Ctenocalanus citer (0.15)",1.3818440437316895,12.325098037719727
552,G264_component_2,264,UM,2,component_2,Ctenocalanus citer,249,2008-02-12,2008-02-16,"Ctenocalanus citer (0.22), Foraminifera indet (0.18), Calanus simillimus (0.15)",-1.4694393873214722,3.8596904277801514
553,G265_component_1,265,UM,2,component_1,Oithona similis,211,2009-01-09,2009-01-12,"Oithona similis (0.54), Foraminifera indet (0.14), Ctenocalanus citer (0.10)",-3.57307767868042,4.867000579833984
554,G265_component_2,265,UM,2,component_2,Calanoida indet (small),211,2009-01-09,2009-01-12,"Calanoida indet (small) (0.31), Ctenocalanus citer (0.17), Calanus simillimus (0.14)",14.483580589294434,7.895797252655029
555,G266_component_1,266,UM,2,component_1,Oithona similis,303,2009-01-27,2009-02-02,"Oithona similis (0.32), Calanoida indet (small) (0.30), Copepoda nauplius indet (0.14)",5.687597274780273,16.467269897460938
556,G266_component_2,266,UM,2,component_2,Calanus simillimus,303,2009-01-27,2009-02-02,"Calanus simillimus (0.55), Calanoida indet (small) (0.11), Ctenocalanus citer (0.11)",15.579483985900879,0.4432809054851532
557,G267_component_1,267,UM,2,component_1,Ctenocalanus sp.,185,2010-12-27,2010-12-30,"Ctenocalanus sp. (0.42), Oithona similis (0.26), Copepoda nauplius indet (0.08)",2.511303186416626,17.33209800720215
558,G267_component_2,267,UM,2,component_2,Calanus simillimus,185,2010-12-27,2010-12-30,"Calanus simillimus (0.48), Calanoida indet (small) (0.20), Ctenocalanus sp. (0.11)",13.693977355957031,-0.14248716831207275
559,G268_component_1,268,UM,2,component_1,Oithona similis,49,2011-01-16,2011-01-16,"Oithona similis (0.62), Foraminifera indet (0.22), Ctenocalanus sp. (0.06)",-1.9851751327514648,7.523972511291504
560,G268_component_2,268,UM,2,component_2,Calanoida indet (small),49,2011-01-16,2011-01-16,"Calanoida indet (small) (0.32), Rhincalanus gigas nauplius (0.20), Foraminifera indet (0.17)",9.284038543701172,2.626552104949951
561,G269_component_1,269,UM,2,component_1,Calanoida indet (small),60,2011-12-29,2011-12-29,"Calanoida indet (small) (0.56), Oithona similis (0.21), Oikopleura sp. (0.11)",10.311942100524902,14.632184028625488
562,G269_component_2,269,UM,2,component_2,Neocalanus tonsus,60,2011-12-29,2011-12-29,"Neocalanus tonsus (0.78), Calanoida indet (small) (0.04), Limacina sp. (0.03)",11.071906089782715,16.09568977355957
563,G270_component_1,270,UM,2,component_1,Oithona similis,121,2011-12-31,2012-01-02,"Oithona similis (0.47), Ctenocalanus sp. (0.30), Calanoida indet (small) (0.11)",2.2102558612823486,17.051637649536133
564,G270_component_2,270,UM,2,component_2,Calanoida indet (small),121,2011-12-31,2012-01-02,"Calanoida indet (small) (0.60), Oithona similis (0.17), Calanus simillimus (0.08)",13.988688468933105,6.6116623878479
565,G271_component_1,271,UM,2,component_1,Calanoida indet (small),167,2012-01-27,2012-01-30,"Calanoida indet (small) (0.36), Oithona similis (0.30), Ctenocalanus sp. (0.17)",10.165670394897461,3.0624403953552246
566,G271_component_2,271,UM,2,component_2,Calanus simillimus,167,2012-01-27,2012-01-30,"Calanus simillimus (0.38), Calanoida indet (small) (0.26), Oithona similis (0.14)",12.763463973999023,-0.22838808596134186
567,G272_component_1,272,UM,2,component_1,Calanoida indet (small),180,2013-01-03,2013-01-06,"Calanoida indet (small) (0.58), Calanus simillimus (0.19), Ctenocalanus sp. (0.16)",10.999419212341309,1.6269831657409668
568,G272_component_2,272,UM,2,component_2,Oithona similis,180,2013-01-03,2013-01-06,"Oithona similis (0.66), Calanoida indet (small) (0.14), Copepoda nauplius indet (0.08)",1.3753489255905151,8.162647247314453
569,G273_component_1,273,UM,2,component_1,Oithona similis,207,2013-01-18,2013-01-21,"Oithona similis (0.37), Calanoida indet (small) (0.24), Ctenocalanus sp. (0.22)",2.193049192428589,16.703699111938477
570,G273_component_2,273,UM,2,component_2,Calanoida indet (small),207,2013-01-18,2013-01-21,"Calanoida indet (small) (0.54), Calanus simillimus (0.18), Oithona similis (0.09)",11.234381675720215,1.0054129362106323
571,G274_component_1,274,UM,2,component_1,Calanoida indet (small),150,2014-01-14,2014-01-17,"Calanoida indet (small) (0.40), Ctenocalanus sp. (0.19), Calanus simillimus (0.17)",11.149772644042969,1.243151307106018
572,G274_component_2,274,UM,2,component_2,Oithona similis,150,2014-01-14,2014-01-17,"Oithona similis (0.58), Calanoida indet (small) (0.15), Ctenocalanus sp. (0.08)",-4.867595195770264,9.767322540283203
573,G275_component_1,275,UM,2,component_1,Calanoida indet (small),211,2014-01-29,2014-02-01,"Calanoida indet (small) (0.55), Ctenocalanus sp. (0.31), Oithona similis (0.09)",10.398876190185547,2.245908498764038
574,G275_component_2,275,UM,2,component_2,Oithona similis,211,2014-01-29,2014-02-01,"Oithona similis (0.79), Ctenocalanus sp. (0.08), Copepoda nauplius indet (0.07)",-3.448589563369751,9.389100074768066
575,G276_component_1,276,UM,2,component_1,Calanoida indet (small),177,2015-01-14,2015-01-18,"Calanoida indet (small) (0.51), Ctenocalanus sp. (0.26), Oithona similis (0.16)",9.957502365112305,2.691063642501831
576,G276_component_2,276,UM,2,component_2,Oithona similis,177,2015-01-14,2015-01-18,"Oithona similis (0.81), Calanoida indet (small) (0.09), Foraminifera indet (0.04)",-2.4319169521331787,5.018726348876953
577,G277_component_1,277,UM,2,component_1,Calanoida indet (small),204,2015-01-29,2015-02-02,"Calanoida indet (small) (0.58), Ctenocalanus sp. (0.27), Oithona similis (0.07)",10.713899612426758,2.0814573764801025
578,G277_component_2,277,UM,2,component_2,Oithona similis,204,2015-01-29,2015-02-02,"Oithona similis (0.85), Ctenocalanus sp. (0.07), Fritillaria sp. (0.03)",-3.2029948234558105,9.290535926818848
579,G278_component_1,278,UM,2,component_1,Calanoida indet (small),174,2016-01-19,2016-01-23,"Calanoida indet (small) (0.60), Ctenocalanus sp. (0.16), Calanus simillimus (0.12)",10.94771957397461,1.8303395509719849
580,G278_component_2,278,UM,2,component_2,Oithona similis,174,2016-01-19,2016-01-23,"Oithona similis (0.60), Ctenocalanus sp. (0.15), Calanoida indet (small) (0.09)",-4.226199150085449,9.86423110961914
581,G279_component_1,279,UM,2,component_1,Oithona similis,229,2016-01-30,2016-02-03,"Oithona similis (0.38), Calanoida indet (small) (0.31), Ctenocalanus sp. (0.23)",2.2166168689727783,16.506607055664062
582,G279_component_2,279,UM,2,component_2,Calanoida indet (small),229,2016-01-30,2016-02-03,"Calanoida indet (small) (0.41), Calanus simillimus (0.40), Ostracoda indet (0.05)",11.884734153747559,-0.03509790077805519
583,G280_component_1,280,UM,2,component_1,Oithona similis,170,2017-01-03,2017-01-06,"Oithona similis (0.54), Calanoida indet (small) (0.19), Copepoda nauplius indet (0.09)",-4.970701217651367,9.751310348510742
584,G280_component_2,280,UM,2,component_2,Calanoida indet (small),170,2017-01-03,2017-01-06,"Calanoida indet (small) (0.41), Calanus simillimus (0.19), Ctenocalanus sp. (0.16)",11.155380249023438,1.2290903329849243
585,G281_component_1,281,UM,2,component_1,Oithona similis,186,2017-01-22,2017-01-24,"Oithona similis (0.43), Calanoida indet (small) (0.31), Ctenocalanus sp. (0.17)",2.240511417388916,16.393573760986328
586,G281_component_2,281,UM,2,component_2,Calanus simillimus,186,2017-01-22,2017-01-24,"Calanus simillimus (0.52), Calanoida indet (small) (0.20), Ctenocalanus sp. (0.12)",13.726173400878906,-0.16508828103542328
587,G282_component_1,282,UM,2,component_1,Calanoida indet (small),176,2018-01-03,2018-01-07,"Calanoida indet (small) (0.52), Ctenocalanus sp. (0.26), Calanus simillimus (0.10)",10.78216552734375,2.0333058834075928
588,G282_component_2,282,UM,2,component_2,Oithona similis,176,2018-01-03,2018-01-07,"Oithona similis (0.68), Ctenocalanus sp. (0.12), Copepoda nauplius indet (0.10)",-4.1917219161987305,9.86663818359375
589,G283_component_1,283,UM,2,component_1,Oithona similis,215,2018-01-16,2018-01-19,"Oithona similis (0.54), Calanoida indet (small) (0.19), Ctenocalanus sp. (0.11)",-4.995903491973877,9.748605728149414
590,G283_component_2,283,UM,2,component_2,Calanoida indet (small),215,2018-01-16,2018-01-19,"Calanoida indet (small) (0.53), Calanus simillimus (0.15), Ctenocalanus sp. (0.11)",11.015081405639648,1.6067473888397217
591,G284_component_1,284,UM,2,component_1,Calanoida indet (small),182,2019-01-05,2019-01-09,"Calanoida indet (small) (0.54), Ctenocalanus sp. (0.19), Calanus simillimus (0.08)",10.85098934173584,1.9525797367095947
592,G284_component_2,284,UM,2,component_2,Oithona similis,182,2019-01-05,2019-01-09,"Oithona similis (0.64), Copepoda nauplius indet (0.10), Fritillaria sp. (0.09)",-4.4711384773254395,9.828484535217285
593,G285_component_1,285,UM,2,component_1,Calanoida indet (small),201,2019-01-23,2019-01-25,"Calanoida indet (small) (0.41), Oithona similis (0.25), Ctenocalanus sp. (0.17)",10.12982177734375,2.9607393741607666
594,G285_component_2,285,UM,2,component_2,Calanoida indet (small),201,2019-01-23,2019-01-25,"Calanoida indet (small) (0.44), Calanus simillimus (0.39), Oithona similis (0.05)",11.736053466796875,0.16399036347866058
595,G286_component_1,286,UM,2,component_1,Calanoida indet (small),190,2020-01-11,2020-01-15,"Calanoida indet (small) (0.48), Ctenocalanus sp. (0.30), Oithona similis (0.09)",10.432180404663086,2.2076189517974854
596,G286_component_2,286,UM,2,component_2,Oithona similis,190,2020-01-11,2020-01-15,"Oithona similis (0.76), Calanoida indet (small) (0.09), Fritillaria sp. (0.05)",-2.565758228302002,4.92260217666626
597,G287_component_1,287,UM,2,component_1,Oithona similis,212,2020-01-29,2020-02-01,"Oithona similis (0.44), Calanoida indet (small) (0.32), Ctenocalanus sp. (0.13)",2.3158938884735107,16.14870834350586
598,G287_component_2,287,UM,2,component_2,Calanus simillimus,212,2020-01-29,2020-02-01,"Calanus simillimus (0.66), Calanoida indet (small) (0.19), Ostracoda indet (0.03)",13.802156448364258,-0.22192201018333435
599,G288_component_1,288,UM,2,component_1,Calanoida indet (small),180,2023-01-20,2023-01-23,"Calanoida indet (small) (0.37), Oithona similis (0.27), Ctenocalanus sp. (0.17)",10.134888648986816,3.0493412017822266
600,G288_component_2,288,UM,2,component_2,Neocalanus tonsus,180,2023-01-20,2023-01-23,"Neocalanus tonsus (0.91), Calanoida indet (small) (0.02), Clausocalanus brevipes (0.02)",11.105589866638184,16.309818267822266
601,G289_component_1,289,UM,2,component_1,Calanoida indet (small),194,2023-01-31,2023-02-03,"Calanoida indet (small) (0.48), Ctenocalanus sp. (0.26), Oithona similis (0.09)",9.932258605957031,2.5639758110046387
602,G289_component_2,289,UM,2,component_2,Oithona similis,194,2023-01-31,2023-02-03,"Oithona similis (0.76), Ctenocalanus sp. (0.10), Fritillaria sp. (0.05)",-3.815500020980835,9.618653297424316
603,G290_component_1,290,YU,2,component_1,Calanoida indet (small),51,2008-01-12,2008-01-13,"Calanoida indet (small) (0.79), Oithona similis (0.15), Fritillaria sp. (0.01)",12.768450736999512,8.34818172454834
604,G290_component_2,290,YU,2,component_2,Thysanoessa macrura,51,2008-01-12,2008-01-13,"Thysanoessa macrura (0.46), Euphausia superba (0.32), Oithona similis (0.10)",2.563884735107422,3.284590005874634
605,G291_component_1,291,YU,2,component_1,Oithona similis,47,2008-02-15,2008-02-15,"Oithona similis (0.65), Fritillaria sp. (0.29), Calanoida indet (small) (0.03)",3.6870384216308594,-1.2079005241394043
606,G291_component_2,291,YU,2,component_2,Calanoida indet (small),47,2008-02-15,2008-02-15,"Calanoida indet (small) (0.63), Oithona similis (0.25), Thysanoessa macrura F1 (0.05)",14.022651672363281,10.194352149963379
607,G292_component_1,292,YU,2,component_1,Oithona similis,44,2008-03-12,2008-03-13,"Oithona similis (0.74), Calanoida indet (small) (0.10), Rhincalanus gigas nauplius (0.10)",-0.6912842988967896,6.818906784057617
608,G292_component_2,292,YU,2,component_2,Calanoida indet (small),44,2008-03-12,2008-03-13,"Calanoida indet (small) (0.54), Oithona similis (0.26), Calanus simillimus (0.10)",13.646810531616211,10.556242942810059
