id,topic_label,group_id,ship,best_k,component,dominant_species,n_segments,period_start,period_end,top3_detail,umap_x,umap_y
264,G123_component_2,123,AA,2,component_2,Clausocalanus brevipes,24,2019-12-23,2019-12-23,"Clausocalanus brevipes (0.18), Calanoida indet (small) (0.18), Metridia lucens (0.14)",8.761216163635254,11.962105751037598
265,G124_component_1,124,AA,2,component_1,Neocalanus tonsus,21,2020-01-22,2020-01-22,"Neocalanus tonsus (0.97), Calanoida indet (small) (0.01), Oithona similis (0.01)",11.053365707397461,16.4722900390625
266,G124_component_2,124,AA,2,component_2,Oithona similis,21,2020-01-22,2020-01-22,"Oithona similis (0.35), Calanoida indet (small) (0.30), Thysanoessa gregaria calyptopis (0.10)",2.368346691131592,15.422053337097168
267,G125_component_1,125,AF,2,component_1,Calanoida indet (small),176,2008-01-26,2008-01-29,"Calanoida indet (small) (0.84), Foraminifera indet (0.10), Oithona similis (0.03)",11.342513084411621,8.040921211242676
268,G125_component_2,125,AF,2,component_2,Oithona similis,176,2008-01-26,2008-01-29,"Oithona similis (0.96), Fritillaria sp. (0.01), Rhincalanus gigas nauplius (0.01)",2.368990898132324,1.7957156896591187
269,G126_component_1,126,AF,2,component_1,Euphausia superba,88,2008-02-17,2008-02-18,"Euphausia superba (0.98), Themisto gaudichaudii (0.01), Calanus simillimus (0.00)",2.88258957862854,3.104076862335205
270,G126_component_2,126,AF,2,component_2,Oithona similis,88,2008-02-17,2008-02-18,"Oithona similis (0.77), Euphausiidae indet (0.12), Calanoida indet (small) (0.10)",0.1394871324300766,7.54213809967041
271,G127_component_1,127,HM,2,component_1,Fritillaria sp.,20,2002-01-10,2002-01-10,"Fritillaria sp. (0.59), Oithona similis (0.26), Copepoda nauplius indet (0.06)",5.045701026916504,-1.8667508363723755
272,G127_component_2,127,HM,2,component_2,Oithona similis,20,2002-01-10,2002-01-10,"Oithona similis (0.38), Foraminifera indet (0.31), Cyclopoida nauplius indet (0.09)",-5.224385738372803,4.861458778381348
273,G128_component_1,128,HM,2,component_1,Oithona similis,36,2002-01-13,2002-01-14,"Oithona similis (0.54), Calanoida indet (small) (0.17), Fritillaria sp. (0.10)",1.25965416431427,12.380815505981445
274,G128_component_2,128,HM,2,component_2,Fritillaria sp.,36,2002-01-13,2002-01-14,"Fritillaria sp. (0.40), Oithona similis (0.29), Foraminifera indet (0.16)",4.611549377441406,-1.8308978080749512
275,G129_component_1,129,HM,2,component_1,Oithona similis,11,2002-01-15,2002-01-15,"Oithona similis (0.26), Fritillaria sp. (0.24), Calanoida indet (small) (0.19)",4.24961519241333,16.851909637451172
276,G129_component_2,129,HM,2,component_2,Oithona similis,11,2002-01-15,2002-01-15,"Oithona similis (0.31), Ctenocalanus citer (0.29), Calanoida indet (small) (0.21)",1.5077711343765259,12.30955696105957
277,G130_component_1,130,HM,2,component_1,Foraminifera indet,96,2002-01-17,2002-01-19,"Foraminifera indet (0.67), Fritillaria sp. (0.11), Oikopleura sp. (0.04)",-7.264835357666016,5.870633602142334
278,G130_component_2,130,HM,2,component_2,Oithona similis,96,2002-01-17,2002-01-19,"Oithona similis (0.27), Calanoida indet (small) (0.27), Fritillaria sp. (0.15)",4.272818088531494,16.857149124145508
279,G131_component_1,131,IN,2,component_1,Calanoida indet (small),193,2019-01-20,2019-01-25,"Calanoida indet (small) (0.46), Oithona similis (0.24), Clausocalanus brevipes (0.08)",9.219154357910156,14.232815742492676
280,G131_component_2,131,IN,2,component_2,Calanus simillimus,193,2019-01-20,2019-01-25,"Calanus simillimus (0.36), Calanoida indet (small) (0.32), Limacina sp. (0.07)",11.696770668029785,-0.25342094898223877
281,G132_component_1,132,IN,2,component_1,Calanus simillimus,29,2019-02-26,2019-02-27,"Calanus simillimus (0.38), Calanoida indet (small) (0.19), Oithona similis (0.08)",13.183775901794434,-0.180794358253479
282,G132_component_2,132,IN,2,component_2,Foraminifera indet,29,2019-02-26,2019-02-27,"Foraminifera indet (0.28), Calanoida indet (small) (0.28), Oithona similis (0.13)",15.652174949645996,10.789803504943848
283,G133_component_1,133,IN,2,component_1,Calanus simillimus,5,2019-02-28,2019-03-01,"Calanus simillimus (0.27), Calanoida indet (small) (0.25), Oithona similis (0.12)",12.768241882324219,-0.2263728231191635
284,G133_component_2,133,IN,2,component_2,Calanoida indet (small),5,2019-02-28,2019-03-01,"Calanoida indet (small) (0.26), Oithona similis (0.22), Limacina sp. (0.19)",10.951067924499512,6.4240827560424805
285,G134_component_1,134,IN,2,component_1,Calanoida indet (small),35,2019-03-02,2019-03-02,"Calanoida indet (small) (0.51), Oithona similis (0.17), Clausocalanus brevipes (0.13)",9.004518508911133,12.89535903930664
286,G134_component_2,134,IN,2,component_2,Calanoida indet (small),35,2019-03-02,2019-03-02,"Calanoida indet (small) (0.31), Metridia lucens (0.30), Clausocalanus brevipes (0.12)",9.774060249328613,12.622471809387207
287,G135_component_1,135,IN,2,component_1,Oithona similis,373,2021-01-30,2021-02-08,"Oithona similis (0.41), Calanoida indet (small) (0.34), Clausocalanus brevipes (0.05)",2.5879831314086914,15.594796180725098
288,G135_component_2,135,IN,2,component_2,Neocalanus tonsus,373,2021-01-30,2021-02-08,"Neocalanus tonsus (0.96), Oikopleura sp. (0.01), Fritillaria sp. (0.01)",11.053262710571289,16.482378005981445
289,G136_component_1,136,IN,2,component_1,Calanoida indet (small),10,2021-03-22,2021-03-22,"Calanoida indet (small) (0.25), Oithona similis (0.20), Thysanoessa gregaria furcilia (0.18)",5.013601303100586,16.31578826904297
290,G136_component_2,136,IN,2,component_2,Oikopleura sp.,10,2021-03-22,2021-03-22,"Oikopleura sp. (0.27), Fritillaria sp. (0.26), Oithona similis (0.13)",6.607459545135498,-0.9549331068992615
291,G137_component_1,137,IN,2,component_1,Calanoida indet (small),85,2023-02-13,2023-02-15,"Calanoida indet (small) (0.34), Oithona similis (0.24), Calanus simillimus (0.15)",13.273590087890625,10.948524475097656
292,G137_component_2,137,IN,2,component_2,Oithona similis,85,2023-02-13,2023-02-15,"Oithona similis (0.45), Calanoida indet (small) (0.26), Foraminifera indet (0.06)",1.5461711883544922,14.22692584991455
293,G138_component_1,138,IN,2,component_1,Calanus simillimus,92,2023-02-16,2023-02-18,"Calanus simillimus (0.51), Limacina sp. (0.22), Calanoida indet (small) (0.05)",14.718001365661621,-0.058335572481155396
294,G138_component_2,138,IN,2,component_2,Oithona similis,92,2023-02-16,2023-02-18,"Oithona similis (0.32), Calanoida indet (small) (0.30), Clausocalanus brevipes (0.07)",2.5871567726135254,15.556601524353027
295,G139_component_1,139,KM,2,component_1,Oithona similis,98,1999-11-24,1999-11-25,"Oithona similis (0.67), Foraminifera indet (0.18), Calanoida indet (small) (0.09)",-2.9766361713409424,4.9862446784973145
296,G139_component_2,139,KM,2,component_2,Calanoida indet (small),98,1999-11-24,1999-11-25,"Calanoida indet (small) (0.37), Oithona similis (0.36), Nauplius indet (0.06)",2.19036602973938,14.990489959716797
297,G140_component_1,140,KM,2,component_1,Calanoida indet (small),180,2000-02-07,2000-02-09,"Calanoida indet (small) (0.80), Oithona similis (0.09), Calanus simillimus (0.09)",11.83435344696045,8.205470085144043
298,G140_component_2,140,KM,2,component_2,Oithona similis,180,2000-02-07,2000-02-09,"Oithona similis (0.75), Calanoida indet (small) (0.15), Limacina sp. (0.03)",1.010149359703064,8.3866548538208
299,G141_component_1,141,PS,2,component_1,Clausocalanus laticeps,19,2004-03-31,2004-03-31,"Clausocalanus laticeps (0.35), Calanoida indet (small) (0.29), Oithona similis (0.12)",8.814583778381348,12.208821296691895
300,G141_component_2,141,PS,2,component_2,Calanoida indet (small),19,2004-03-31,2004-03-31,"Calanoida indet (small) (0.39), Oithona similis (0.18), Foraminifera indet (0.10)",14.818990707397461,10.619915008544922
301,G142_component_1,142,PS,2,component_1,Calanoida indet (small),113,2007-12-02,2007-12-05,"Calanoida indet (small) (0.73), Oithona similis (0.14), Calanus simillimus (0.02)",12.480012893676758,8.270530700683594
302,G142_component_2,142,PS,2,component_2,Oithona similis,113,2007-12-02,2007-12-05,"Oithona similis (0.80), Metridia lucens (0.05), Copepoda nauplius indet (0.04)",-1.2665588855743408,8.028668403625488
303,G143_component_1,143,PS,2,component_1,Oithona similis,96,2007-12-07,2007-12-09,"Oithona similis (0.58), Calanoida indet (small) (0.34), Thysanoessa macrura (0.03)",1.8906397819519043,14.176952362060547
304,G143_component_2,143,PS,2,component_2,Fritillaria sp.,96,2007-12-07,2007-12-09,"Fritillaria sp. (0.37), Calanoida indet (small) (0.37), Copepoda nauplius indet (0.10)",5.940189361572266,-2.076197624206543
305,G144_component_1,144,PS,2,component_1,Calanus simillimus,28,2008-01-30,2008-01-31,"Calanus simillimus (0.58), Calanoida indet (small) (0.24), Oithona similis (0.10)",13.175077438354492,-0.1814400851726532
306,G144_component_2,144,PS,2,component_2,Calanoida indet (small),28,2008-01-30,2008-01-31,"Calanoida indet (small) (0.67), Oithona similis (0.12), Oikopleura sp. (0.04)",12.439030647277832,8.263138771057129
307,G145_component_1,145,SA,2,component_1,Calanoida indet (small),86,2008-12-19,2008-12-21,"Calanoida indet (small) (0.66), Clausocalanus brevipes (0.20), Oithona similis (0.05)",10.669442176818848,6.894741058349609
308,G145_component_2,145,SA,2,component_2,Oithona similis,86,2008-12-19,2008-12-21,"Oithona similis (0.45), Calanoida indet (small) (0.36), Copepoda nauplius indet (0.08)",5.694096088409424,16.469913482666016
309,G146_component_1,146,SA,2,component_1,Foraminifera indet,94,2008-12-23,2008-12-26,"Foraminifera indet (0.44), Calanoida indet (small) (0.27), Oithona similis (0.17)",15.654533386230469,10.779939651489258
310,G146_component_2,146,SA,2,component_2,Copepoda nauplius indet,94,2008-12-23,2008-12-26,"Copepoda nauplius indet (0.31), Oithona similis (0.31), Fritillaria sp. (0.20)",2.7906832695007324,-1.8528047800064087
311,G147_component_1,147,SA,2,component_1,Calanoides acutus,36,2009-01-23,2009-01-23,"Calanoides acutus (0.64), Metridia gerlachei (0.11), Paraeuchaeta antarctica (0.07)",11.118034362792969,-0.798084557056427
312,G147_component_2,147,SA,2,component_2,Fritillaria sp.,36,2009-01-23,2009-01-23,"Fritillaria sp. (0.45), Calanoida indet (small) (0.21), Oithona similis (0.18)",5.9259748458862305,-1.9290727376937866
313,G148_component_1,148,SA,2,component_1,Foraminifera indet,245,2009-01-27,2009-02-02,"Foraminifera indet (0.55), Oithona similis (0.22), Copepoda nauplius indet (0.10)",-6.094881534576416,5.423443794250488
314,G148_component_2,148,SA,2,component_2,Calanoida indet (small),245,2009-01-27,2009-02-02,"Calanoida indet (small) (0.53), Clausocalanus brevipes (0.16), Oithona similis (0.07)",10.757831573486328,6.733182907104492
315,G149_component_1,149,SA,2,component_1,Fritillaria sp.,162,2009-12-13,2009-12-17,"Fritillaria sp. (0.83), Calanoida indet (small) (0.08), Foraminifera indet (0.03)",6.176710605621338,-1.3046081066131592
316,G149_component_2,149,SA,2,component_2,Oithona similis,162,2009-12-13,2009-12-17,"Oithona similis (0.70), Copepoda nauplius indet (0.15), Calanoida indet (small) (0.08)",-1.750727891921997,8.123472213745117
317,G150_component_1,150,SA,2,component_1,Oithona similis,306,2010-02-09,2010-02-17,"Oithona similis (0.57), Fritillaria sp. (0.20), Copepoda nauplius indet (0.11)",3.214519739151001,-1.335105538368225
318,G150_component_2,150,SA,2,component_2,Calanoida indet (small),306,2010-02-09,2010-02-17,"Calanoida indet (small) (0.45), Ctenocalanus citer (0.14), Oithona similis (0.13)",14.47770881652832,7.884072780609131
319,G151_component_1,151,SA,2,component_1,Calanoida indet (small),192,2010-11-23,2010-11-27,"Calanoida indet (small) (0.38), Oithona similis (0.34), Foraminifera indet (0.12)",4.233970642089844,16.143768310546875
320,G151_component_2,151,SA,2,component_2,Fritillaria sp.,192,2010-11-23,2010-11-27,"Fritillaria sp. (0.47), Oithona similis (0.26), Foraminifera indet (0.19)",4.804708003997803,-1.9285907745361328
321,G152_component_1,152,SA,2,component_1,Oithona similis,161,2011-01-15,2011-01-18,"Oithona similis (0.50), Calanoida indet (small) (0.26), Copepoda nauplius indet (0.09)",1.132100224494934,14.046972274780273
322,G152_component_2,152,SA,2,component_2,Oithona similis,161,2011-01-15,2011-01-18,"Oithona similis (0.37), Foraminifera indet (0.36), Copepoda nauplius indet (0.14)",-4.54697847366333,4.694380283355713
323,G153_component_1,153,SA,2,component_1,Calanoida indet (small),189,2011-01-19,2011-01-23,"Calanoida indet (small) (0.49), Oithona similis (0.24), Foraminifera indet (0.12)",14.790291786193848,10.60629653930664
324,G153_component_2,153,SA,2,component_2,Paracalanus sp.,189,2011-01-19,2011-01-23,"Paracalanus sp. (0.46), Oithona similis (0.22), Calanus australis (0.22)",9.358055114746094,6.934261798858643
325,G154_component_1,154,SA,2,component_1,Oithona similis,227,2011-11-28,2011-12-04,"Oithona similis (0.56), Fritillaria sp. (0.19), Calanoida indet (small) (0.08)",3.3037025928497314,-1.2196165323257446
326,G154_component_2,154,SA,2,component_2,Ctenocalanus sp.,227,2011-11-28,2011-12-04,"Ctenocalanus sp. (0.45), Calanoida indet (small) (0.36), Clausocalanus sp. (0.13)",10.416277885437012,2.20194411277771
327,G155_component_1,155,SA,2,component_1,Oithona similis,177,2012-02-22,2012-02-26,"Oithona similis (0.45), Calanoida indet (small) (0.18), Ctenocalanus sp. (0.12)",-4.985361576080322,9.745808601379395
328,G155_component_2,155,SA,2,component_2,Fritillaria sp.,177,2012-02-22,2012-02-26,"Fritillaria sp. (0.39), Oithona similis (0.36), Copepoda nauplius indet (0.15)",4.311227321624756,-1.6746011972427368
329,G156_component_1,156,SA,2,component_1,Oithona similis,37,2012-12-03,2012-12-04,"Oithona similis (0.44), Calanoida indet (small) (0.30), Ctenocalanus sp. (0.14)",2.3098578453063965,16.16484260559082
330,G156_component_2,156,SA,2,component_2,Fritillaria sp.,37,2012-12-03,2012-12-04,"Fritillaria sp. (0.65), Calanoida indet (small) (0.13), Oithona similis (0.12)",5.898251056671143,-1.7823652029037476
331,G157_component_1,157,SA,3,component_1,Oithona similis,84,2012-12-06,2012-12-08,"Oithona similis (0.63), Copepoda nauplius indet (0.12), Fritillaria sp. (0.11)",-1.5868059396743774,8.191514015197754
332,G157_component_2,157,SA,3,component_2,Foraminifera indet,84,2012-12-06,2012-12-08,"Foraminifera indet (0.47), Fritillaria sp. (0.18), Oikopleura sp. (0.12)",-6.636059761047363,6.113377094268799
333,G157_component_3,157,SA,3,component_3,Calanoida indet (small),84,2012-12-06,2012-12-08,"Calanoida indet (small) (0.44), Ctenocalanus sp. (0.20), Clausocalanus sp. (0.19)",8.90742301940918,3.0613930225372314
334,G158_component_1,158,SA,2,component_1,Limacina sp.,59,2013-01-26,2013-01-27,"Limacina sp. (0.40), Oithona similis (0.32), Fritillaria sp. (0.11)",-2.3583388328552246,3.21071195602417
335,G158_component_2,158,SA,2,component_2,Calanoida indet (small),59,2013-01-26,2013-01-27,"Calanoida indet (small) (0.67), Oithona similis (0.18), Euphausiidae calyptopis indet (0.05)",13.607760429382324,8.44711971282959
336,G159_component_1,159,SA,2,component_1,Clausocalanus sp.,324,2013-02-14,2013-02-24,"Clausocalanus sp. (0.67), Ctenocalanus sp. (0.17), Calanoida indet (small) (0.10)",8.86016845703125,3.1162025928497314
337,G159_component_2,159,SA,2,component_2,Oithona similis,324,2013-02-14,2013-02-24,"Oithona similis (0.37), Calanoida indet (small) (0.26), Ctenocalanus sp. (0.14)",2.261317491531372,16.214529037475586
338,G160_component_1,160,SA,3,component_1,Paracalanus sp.,8,2013-11-30,2013-11-30,"Paracalanus sp. (0.62), Acartia sp. (0.19), Calanoida indet (small) (0.09)",9.401565551757812,6.967445373535156
339,G160_component_2,160,SA,3,component_2,Calanoida indet (small),8,2013-11-30,2013-11-30,"Calanoida indet (small) (0.44), Neocalanus tonsus (0.18), Oithona similis (0.07)",10.631515502929688,15.066176414489746
340,G160_component_3,160,SA,3,component_3,Acartia sp.,8,2013-11-30,2013-11-30,"Acartia sp. (0.48), Paracalanus sp. (0.24), Calanoida indet (small) (0.11)",9.516800880432129,7.0586466789245605
341,G161_component_1,161,SA,2,component_1,Oithona similis,168,2013-12-04,2013-12-09,"Oithona similis (0.52), Fritillaria sp. (0.19), Copepoda nauplius indet (0.18)",2.9341487884521484,-1.6856634616851807
342,G161_component_2,161,SA,2,component_2,Foraminifera indet,168,2013-12-04,2013-12-09,"Foraminifera indet (0.41), Calanoida indet (small) (0.26), Fritillaria sp. (0.13)",-8.00729751586914,5.73707914352417
343,G162_component_1,162,SA,2,component_1,Calanus simillimus,225,2014-02-03,2014-02-09,"Calanus simillimus (0.30), Ctenocalanus sp. (0.18), Foraminifera indet (0.17)",13.640798568725586,-0.06778047978878021
344,G162_component_2,162,SA,2,component_2,Oithona similis,225,2014-02-03,2014-02-09,"Oithona similis (0.41), Calanoida indet (small) (0.31), Fritillaria sp. (0.09)",2.337033271789551,15.938777923583984
345,G163_component_1,163,SA,3,component_1,Foraminifera indet,48,2014-02-10,2014-02-11,"Foraminifera indet (0.54), Ctenocalanus sp. (0.09), Fritillaria sp. (0.06)",-6.674619197845459,6.012248516082764
346,G163_component_2,163,SA,3,component_2,Paracalanus sp.,48,2014-02-10,2014-02-11,"Paracalanus sp. (0.48), Nyctiphanes australis (0.17), Euphausiidae nauplius indet (0.07)",9.38199520111084,6.954220294952393
347,G163_component_3,163,SA,3,component_3,Acartia sp.,48,2014-02-10,2014-02-11,"Acartia sp. (0.48), Calanoida indet (small) (0.24), Oithona similis (0.12)",9.625171661376953,7.113698482513428
348,G164_component_1,164,SA,2,component_1,Oithona similis,108,2014-12-06,2014-12-08,"Oithona similis (0.43), Calanoida indet (small) (0.18), Rhincalanus gigas nauplius (0.15)",-2.0396130084991455,7.646240234375
349,G164_component_2,164,SA,2,component_2,Fritillaria sp.,108,2014-12-06,2014-12-08,"Fritillaria sp. (0.67), Foraminifera indet (0.16), Oithona similis (0.08)",6.5499372482299805,-1.0223296880722046
350,G165_component_1,165,SA,3,component_1,Limacina sp.,94,2015-02-02,2015-02-04,"Limacina sp. (0.82), Pisces larvae (0.09), Iospilidae indet (0.05)",-2.6545631885528564,2.1451244354248047
351,G165_component_2,165,SA,3,component_2,Oithona similis,94,2015-02-02,2015-02-04,"Oithona similis (0.37), Calanoida indet (small) (0.34), Oncaea sp. (0.05)",5.5703206062316895,16.39253807067871
352,G165_component_3,165,SA,3,component_3,Fritillaria sp.,94,2015-02-02,2015-02-04,"Fritillaria sp. (0.90), Oithona similis (0.08), Copepoda nauplius indet (0.01)",5.984794616699219,-1.4675241708755493
353,G166_component_1,166,SA,2,component_1,Fritillaria sp.,80,2015-02-23,2015-02-25,"Fritillaria sp. (0.83), Oithona similis (0.10), Copepoda nauplius indet (0.03)",5.695052623748779,-1.5526856184005737
354,G166_component_2,166,SA,2,component_2,Ctenocalanus sp.,80,2015-02-23,2015-02-25,"Ctenocalanus sp. (0.41), Oithona similis (0.27), Calanoida indet (small) (0.17)",2.445542097091675,17.26677894592285
355,G167_component_1,167,SA,3,component_1,Foraminifera indet,167,2015-02-26,2015-03-03,"Foraminifera indet (0.93), Calanus simillimus (0.03), Ctenocalanus sp. (0.01)",-7.224432945251465,5.832437515258789
356,G167_component_2,167,SA,3,component_2,Calanus simillimus,167,2015-02-26,2015-03-03,"Calanus simillimus (0.52), Neocalanus tonsus (0.29), Ctenocalanus sp. (0.04)",15.331710815429688,-0.22057907283306122
357,G167_component_3,167,SA,3,component_3,Calanoida indet (small),167,2015-02-26,2015-03-03,"Calanoida indet (small) (0.24), Oithona similis (0.22), Fritillaria sp. (0.15)",2.262190818786621,16.238964080810547
358,G168_component_1,168,SA,3,component_1,Foraminifera indet,72,2015-11-24,2015-11-25,"Foraminifera indet (0.63), Oithona similis (0.09), Neocalanus tonsus (0.05)",-6.629805088043213,6.0837483406066895
359,G168_component_2,168,SA,3,component_2,Calanoida indet (small),72,2015-11-24,2015-11-25,"Calanoida indet (small) (0.31), Acartia sp. (0.20), Nyctiphanes australis calyptopis (0.10)",9.6929292678833,7.143043518066406
360,G168_component_3,168,SA,3,component_3,Metridia lucens,72,2015-11-24,2015-11-25,"Metridia lucens (0.37), Ctenocalanus sp. (0.26), Foraminifera indet (0.11)",9.777871131896973,12.586461067199707
361,G169_component_1,169,SA,2,component_1,Fritillaria sp.,8,2015-11-27,2015-11-28,"Fritillaria sp. (0.35), Oithona similis (0.31), Foraminifera indet (0.08)",4.325917720794678,-1.679325819015503
362,G169_component_2,169,SA,2,component_2,Foraminifera indet,8,2015-11-27,2015-11-28,"Foraminifera indet (0.60), Oithona similis (0.10), Copepoda nauplius indet (0.08)",-6.794885635375977,5.798402309417725
363,G170_component_1,170,SA,2,component_1,Fritillaria sp.,385,2016-02-04,2016-02-13,"Fritillaria sp. (0.57), Limacina sp. (0.28), Oithona similis (0.07)",5.7584075927734375,-1.597022533416748
364,G170_component_2,170,SA,2,component_2,Foraminifera indet,385,2016-02-04,2016-02-13,"Foraminifera indet (0.27), Calanus simillimus (0.23), Oithona similis (0.10)",13.631753921508789,-0.08282006531953812
365,G172_component_1,172,SA,2,component_1,Fritillaria sp.,50,2016-12-31,2017-01-02,"Fritillaria sp. (0.79), Oithona similis (0.19), Ctenocalanus sp. (0.01)",5.315479278564453,-1.7953981161117554
366,G172_component_2,172,SA,2,component_2,Pleuragramma antarctica,50,2016-12-31,2017-01-02,"Pleuragramma antarctica (0.97), Euphausiidae furcilia indet (0.01), Euphausia crystallorophias furcilia (0.01)",2.4344005584716797,1.1408926248550415
367,G173_component_1,173,SA,2,component_1,Oithona similis,385,2017-01-11,2017-01-19,"Oithona similis (0.68), Copepoda indet (0.11), Copepoda nauplius indet (0.06)",-2.6500933170318604,9.045376777648926
368,G173_component_2,173,SA,2,component_2,Fritillaria sp.,385,2017-01-11,2017-01-19,"Fritillaria sp. (0.79), Oithona similis (0.11), Copepoda nauplius indet (0.06)",5.467835903167725,-1.7223186492919922
369,G174_component_1,174,SA,2,component_1,Oithona similis,82,2017-11-18,2017-11-20,"Oithona similis (0.54), Calanoida indet (small) (0.12), Fritillaria sp. (0.11)",1.0067102909088135,11.680691719055176
370,G174_component_2,174,SA,2,component_2,Foraminifera indet,82,2017-11-18,2017-11-20,"Foraminifera indet (0.54), Oithona similis (0.21), Copepoda nauplius indet (0.06)",-6.128190040588379,5.396341800689697
371,G175_component_1,175,SA,2,component_1,Oithona similis,83,2017-11-22,2017-11-24,"Oithona similis (0.50), Fritillaria sp. (0.24), Copepoda nauplius indet (0.08)",3.140648603439331,-1.4425386190414429
372,G175_component_2,175,SA,2,component_2,Foraminifera indet,83,2017-11-22,2017-11-24,"Foraminifera indet (0.38), Oithona similis (0.35), Radiozoa indet (0.04)",-4.7790422439575195,4.7639689445495605
373,G176_component_1,176,SA,2,component_1,Oithona similis,273,2018-01-28,2018-02-03,"Oithona similis (0.57), Copepoda nauplius indet (0.16), Copepoda indet (0.08)",-1.8472235202789307,8.352710723876953
374,G176_component_2,176,SA,2,component_2,Copepoda nauplius indet,273,2018-01-28,2018-02-03,"Copepoda nauplius indet (0.34), Foraminifera indet (0.33), Limacina sp. (0.10)",2.439941883087158,-2.2390172481536865
375,G177_component_1,177,SA,2,component_1,Limacina sp.,49,2018-02-05,2018-02-06,"Limacina sp. (0.84), Globigerina bulloides (0.05), Calanoida indet (small) (0.03)",-2.64798641204834,1.960336446762085
376,G177_component_2,177,SA,2,component_2,Globigerina bulloides,49,2018-02-05,2018-02-06,"Globigerina bulloides (0.43), Clausocalanus sp. (0.10), Ctenocalanus sp. (0.09)",1.0328296422958374,10.92212963104248
377,G178_component_1,178,SA,2,component_1,Oithona similis,60,2019-01-06,2019-01-08,"Oithona similis (0.34), Euphausiidae calyptopis indet (0.28), Copepoda nauplius indet (0.12)",-1.8571455478668213,8.367939949035645
378,G178_component_2,178,SA,2,component_2,Euphausiidae metanauplius indet,60,2019-01-06,2019-01-08,"Euphausiidae metanauplius indet (0.48), Copepoda nauplius indet (0.26), Oithona similis (0.11)",2.664426326751709,-1.9976155757904053
379,G179_component_1,179,SA,2,component_1,Copepoda nauplius indet,48,2019-01-19,2019-01-20,"Copepoda nauplius indet (0.67), Oithona similis (0.08), Limacina sp. (0.07)",2.4461681842803955,-2.2321221828460693
380,G179_component_2,179,SA,2,component_2,Oithona similis,48,2019-01-19,2019-01-20,"Oithona similis (0.61), Oncaea curvata (0.15), Limacina sp. (0.14)",2.4130446910858154,1.1680331230163574
381,G180_component_1,180,SA,3,component_1,Oithona similis,367,2019-01-23,2019-01-31,"Oithona similis (0.66), Copepoda indet (0.11), Fritillaria sp. (0.05)",-2.538682222366333,9.160543441772461
382,G180_component_2,180,SA,3,component_2,Calanus simillimus,367,2019-01-23,2019-01-31,"Calanus simillimus (0.50), Limacina sp. (0.29), Ctenocalanus sp. (0.05)",14.68051815032959,-0.09686430543661118
383,G180_component_3,180,SA,3,component_3,Copepoda nauplius indet,367,2019-01-23,2019-01-31,"Copepoda nauplius indet (0.58), Oithona similis (0.15), Foraminifera indet (0.07)",2.4989328384399414,-2.176753282546997
384,G181_component_1,181,SA,2,component_1,Oithona similis,223,2019-11-19,2019-11-25,"Oithona similis (0.45), Copepoda nauplius indet (0.11), Rhincalanus gigas nauplius (0.11)",-1.7846591472625732,8.379722595214844
385,G181_component_2,181,SA,2,component_2,Fritillaria sp.,223,2019-11-19,2019-11-25,"Fritillaria sp. (0.50), Copepoda nauplius indet (0.14), Foraminifera indet (0.13)",6.60026216506958,-0.9762741327285767
386,G182_component_1,182,SA,2,component_1,Oithona similis,32,2020-11-23,2020-11-23,"Oithona similis (0.86), Copepoda nauplius indet (0.05), Euphausiidae indet (0.02)",-2.716449022293091,9.014540672302246
387,G182_component_2,182,SA,2,component_2,Clausocalanus sp.,32,2020-11-23,2020-11-23,"Clausocalanus sp. (0.50), Calanoida indet (small) (0.25), Ctenocalanus sp. (0.11)",8.866597175598145,3.1061394214630127
388,G183_component_1,183,SA,2,component_1,Copepoda nauplius indet,67,2020-11-26,2020-11-27,"Copepoda nauplius indet (0.61), Oithona similis (0.32), Calanoida indet (small) (0.03)",2.6719579696655273,-1.9898593425750732
389,G183_component_2,183,SA,2,component_2,Oithona similis,67,2020-11-26,2020-11-27,"Oithona similis (0.55), Fritillaria sp. (0.28), Rhincalanus gigas nauplius (0.09)",3.941221237182617,-1.416891098022461
390,G184_component_1,184,SA,2,component_1,Euphausia superba,12,2021-01-14,2021-01-15,"Euphausia superba (0.84), Oithona similis (0.04), Oncaea sp. (0.04)",2.6259403228759766,3.198765993118286
391,G184_component_2,184,SA,2,component_2,Euphausia superba,12,2021-01-14,2021-01-15,"Euphausia superba (0.73), Limacina sp. (0.15), Calanus propinquus (0.11)",3.1359684467315674,3.2718634605407715
392,G185_component_1,185,SA,2,component_1,Oithona similis,25,2021-01-27,2021-01-28,"Oithona similis (0.38), Copepoda nauplius indet (0.29), Copepoda indet (0.22)",-1.869773030281067,8.310583114624023
393,G185_component_2,185,SA,2,component_2,Limacina sp.,25,2021-01-27,2021-01-28,"Limacina sp. (0.64), Oithona similis (0.13), Oncaea sp. (0.07)",-2.498115062713623,2.860347032546997
394,G186_component_1,186,SA,2,component_1,Copepoda nauplius indet,234,2021-02-01,2021-02-06,"Copepoda nauplius indet (0.43), Copepoda indet (0.36), Calanoida indet (small) (0.13)",2.428830146789551,-2.2507596015930176
395,G186_component_2,186,SA,2,component_2,Oithona similis,234,2021-02-01,2021-02-06,"Oithona similis (0.37), Copepoda indet (0.20), Calanoides acutus (0.09)",-2.492175579071045,9.212662696838379
