	rank	measure	value
209	3	cosine_similarity	0.48991808939017645
210	3	r_squared	0.18412200162366427
211	3	cosine_similarity	0.4639807252334473
212	3	r_squared	0.3764446281890153
213	3	cosine_similarity	0.6256751331981414
214	3	r_squared	0.2052307223644864
215	3	cosine_similarity	0.532421940832622
216	3	r_squared	0.019690921175047695
217	3	cosine_similarity	0.4098616074195639
218	3	r_squared	0.19834675287495085
219	3	cosine_similarity	0.4800053045194452
220	3	r_squared	0.2828205127697042
221	3	cosine_similarity	0.5460484399759018
222	3	r_squared	0.21820849495938008
223	3	cosine_similarity	0.5105977230615147
224	3	r_squared	0.3579118738697683
225	3	cosine_similarity	0.6191813538082198
226	3	r_squared	0.06824636146051677
227	3	cosine_similarity	0.49138868070921327
228	3	r_squared	0.3106398294253007
229	3	cosine_similarity	0.5615523611134495
230	3	r_squared	0.16216724795223283
231	3	cosine_similarity	0.47443732829621094
232	3	r_squared	0.34305778434979667
233	3	cosine_similarity	0.60735782911172
234	3	r_squared	0.05511716746128207
235	3	cosine_similarity	0.42695599636658726
236	3	r_squared	0.32565479037619344
237	3	cosine_similarity	0.577837447019055
238	3	r_squared	0.3166903005590805
239	3	cosine_similarity	0.5744601630836166
240	3	r_squared	0.13394174120742122
241	3	cosine_similarity	0.4885588305216088
242	3	r_squared	0.18532732807834643
243	3	cosine_similarity	0.5150917512684203
244	3	r_squared	0.3454605980010828
245	3	cosine_similarity	0.6026292398824334
246	3	r_squared	0.1424721335525547
247	3	cosine_similarity	0.5111481204611743
248	3	r_squared	0.11034355361573928
249	3	cosine_similarity	0.5144440455787282
250	3	r_squared	0.29012022438062973
251	3	cosine_similarity	0.5436453092104109
252	3	r_squared	0.41930761412722584
253	3	cosine_similarity	0.6562018080383654
254	3	r_squared	0.4007840320487744
255	3	cosine_similarity	0.645739582972369
256	3	r_squared	0.4256706919249648
257	3	cosine_similarity	0.6593833266717241
258	3	r_squared	0.3919091947426017
259	3	cosine_similarity	0.6121074008641224
260	3	r_squared	0.384288641622239
261	3	cosine_similarity	0.6257187538204455
262	3	r_squared	0.3606254564371031
263	3	cosine_similarity	0.6261825999655714
264	3	r_squared	0.3807670349294472
265	3	cosine_similarity	0.6181811798649741
266	3	r_squared	0.1946695175946392
267	3	cosine_similarity	0.5322278556228933
268	3	r_squared	0.16925383678144346
269	3	cosine_similarity	0.49687549055183283
270	3	r_squared	0.11099452617503114
271	3	cosine_similarity	0.49160123825205193
272	3	r_squared	0.42385698700311436
273	3	cosine_similarity	0.6555826349100289
274	3	r_squared	0.40431363952834704
275	3	cosine_similarity	0.6411874405750875
276	3	r_squared	0.20981652235089518
277	3	cosine_similarity	0.55303933346965
278	3	r_squared	0.3623579730206805
279	3	cosine_similarity	0.6023797281646122
280	3	r_squared	0.3816105773657307
281	3	cosine_similarity	0.6257499608261955
282	3	r_squared	0.383182103561182
283	3	cosine_similarity	0.6359571213239188
284	3	r_squared	0.1370490915889296
285	3	cosine_similarity	0.48683321788512857
286	3	r_squared	0.36229466763001045
287	3	cosine_similarity	0.6110658496530377
288	3	r_squared	0.29957861054256146
289	3	cosine_similarity	0.5610056015322105
290	3	r_squared	0.34864764987699187
291	3	cosine_similarity	0.6074161588026946
292	3	r_squared	0.40577982562143355
293	3	cosine_similarity	0.643417151313836
294	3	r_squared	0.387525605851581
295	3	cosine_similarity	0.6246652861026438
296	3	r_squared	0.20460254718980847
