h3_cell,year,center_lat,center_lon,n_segments,n_tows,n_ships,ships,season,months,mean_segment_length,total_abundance_sum,mean_total_abundance,mean_total_plankton_corrected,mean_water_temperature,mean_salinity,mean_fluorescence,mean_phytoplankton_colour_index,mean_par,mean_hadisst_sst,mean_hadisst_ice,dist_to_antarctica_km,ocean_zone,ocean_zone_num
83db09fffffffff,2023,-57.4933,171.6069,9,2,1,SA,2022-23,January,5.044,2163,240.33,47.8045,,,,0.44,,6.48,0.0,1181.4,STF-SAF,2
83db0afffffffff,2008,-55.8585,174.0649,11,2,1,TA,2007-08,February;March,5.0,685,62.27,12.4545,7.5,33.96,7.02,0.0,254.3,7.27,0.0,1365.4,STF-SAF,2
83db0afffffffff,2010,-55.9379,173.6487,20,2,1,SA,2009-10;2010-11,February;November,5.017,2449,122.45,24.3192,,,,0.0,,6.91,0.0,1365.4,STF-SAF,2
83db0afffffffff,2011,-55.8043,174.4878,20,2,1,SA,2010-11;2011-12,December;January,5.0,3561,178.05,35.61,,,,0.85,,7.03,0.0,1365.4,STF-SAF,2
83db0afffffffff,2012,-55.9666,173.5129,10,1,1,SA,2012-13,December,5.0,2140,214.0,42.8,,,,1.8,,6.54,0.0,1365.4,STF-SAF,2
83db0afffffffff,2013,-55.887,173.8857,17,2,1,SA,2012-13;2013-14,December;February,5.0,3346,196.82,39.3647,,,,0.0,,7.34,0.0,1365.4,STF-SAF,2
83db0afffffffff,2015,-55.9311,173.7491,12,1,1,SA,2014-15,March,5.0,3412,284.33,56.8667,,,,0.0,,6.8,0.0,1365.4,STF-SAF,2
83db0afffffffff,2017,-55.8842,172.9701,1,1,1,SA,2016-17,January,5.0,194,194.0,38.8,,,,0.0,,7.74,0.0,1365.4,STF-SAF,2
83db0afffffffff,2019,-55.7851,174.4359,11,1,1,SA,2019-20,November,5.0,4245,385.91,77.1818,,,,0.73,,6.37,0.0,1365.4,STF-SAF,2
83db0afffffffff,2021,-56.023,174.6685,7,2,1,SA,2020-21;2021-22,February;November,5.233,512,73.14,14.2493,,,,0.0,,6.92,0.0,1365.4,STF-SAF,2
83db0bfffffffff,2008,-56.3742,173.114,7,1,1,TA,2007-08,March,5.0,138,19.71,3.9429,7.15,33.95,,0.0,243.64,6.57,0.0,1293.5,STF-SAF,2
83db0bfffffffff,2013,-56.343,173.2573,4,1,1,SA,2013-14,December,5.0,1157,289.25,57.85,,,,0.0,,6.04,0.0,1293.5,STF-SAF,2
83db0bfffffffff,2017,-56.2549,173.043,8,2,1,SA,2016-17,January,5.286,1034,129.25,25.1354,,,,0.0,,7.5,0.0,1293.5,STF-SAF,2
83db0bfffffffff,2019,-56.3463,171.7925,11,1,1,SA,2018-19,January,5.0,2028,184.36,36.8727,,,,0.0,,7.04,0.0,1293.5,STF-SAF,2
83db0bfffffffff,2022,-56.4132,171.3842,3,1,1,SA,2022-23,November,5.0,1200,400.0,80.0,,,,0.0,,5.47,0.0,1293.5,STF-SAF,2
83db0cfffffffff,2008,-57.4425,174.834,10,2,1,TA,2007-08,February,4.873,1067,106.7,22.7411,6.62,33.92,4.63,0.0,1316.25,6.81,0.0,1213.7,STF-SAF,2
83db0cfffffffff,2009,-57.2326,175.9774,9,1,1,SA,2008-09,February,5.0,1663,184.78,36.9556,,,,0.0,,6.51,0.0,1213.7,STF-SAF,2
83db0cfffffffff,2011,-57.4038,174.7689,14,2,1,SA,2010-11;2011-12,December;January,5.0,3804,271.71,54.3429,,,,0.57,,6.26,0.0,1213.7,STF-SAF,2
83db0cfffffffff,2012,-57.5476,174.6393,8,1,1,SA,2012-13,December,5.0,1532,191.5,38.3,,,,1.0,,5.88,0.0,1213.7,STF-SAF,2
83db0cfffffffff,2013,-57.4943,174.6366,8,1,1,SA,2012-13,February,5.0,174,21.75,4.35,,,,1.0,,7.16,0.0,1213.7,STF-SAF,2
83db0cfffffffff,2014,-57.267,175.8129,11,1,1,SA,2013-14,February,5.0,3901,354.64,70.9273,,,,0.0,,6.63,0.0,1213.7,STF-SAF,2
83db0cfffffffff,2015,-57.4352,174.4471,3,1,1,SA,2015-16,November,5.0,2927,975.67,195.1333,,,,3.0,,4.73,0.0,1213.7,STF-SAF,2
83db0cfffffffff,2019,-57.4298,174.9273,11,1,1,SA,2019-20,November,5.0,2132,193.82,38.7636,,,,0.0,,5.43,0.0,1213.7,STF-SAF,2
83db0cfffffffff,2021,-57.3348,175.3811,16,2,1,SA,2020-21;2021-22,February;November,5.0,2976,186.0,37.2,,,,0.0,,5.73,0.0,1213.7,STF-SAF,2
83db0dfffffffff,2008,-57.9517,173.0799,9,1,1,TA,2007-08,March,5.0,384,42.67,8.5333,6.39,33.8,,0.0,0.17,5.79,0.0,1125.1,SAF-PF,3
83db0dfffffffff,2010,-57.7097,174.3816,16,2,1,SA,2009-10;2010-11,February;November,5.0,2661,166.31,33.2625,,,,0.0,,5.8,0.0,1125.1,SAF-PF,3
83db0dfffffffff,2011,-57.9245,174.2968,11,1,1,SA,2011-12,December,5.0,3785,344.09,68.8182,,,,2.0,,5.21,0.0,1125.1,SAF-PF,3
83db0dfffffffff,2013,-57.8763,173.6235,12,2,1,SA,2012-13;2013-14,December;February,5.003,4788,399.0,79.7852,,,,1.08,,5.41,0.0,1125.1,SAF-PF,3
83db0dfffffffff,2015,-57.6904,174.4307,10,3,1,SA,2014-15;2015-16,March;November,5.012,2770,277.0,54.9627,,,,0.7,,5.57,0.0,1125.1,SAF-PF,3
83db0dfffffffff,2017,-57.867,173.6443,11,1,1,SA,2016-17,January,5.0,1576,143.27,28.6545,,,,0.0,,6.87,0.0,1125.1,SAF-PF,3
83db0dfffffffff,2021,-57.8127,174.6688,3,1,1,SA,2020-21,February,5.0,126,42.0,8.4,,,,0.0,,7.15,0.0,1125.1,SAF-PF,3
83db0efffffffff,2008,-56.4274,174.7932,8,1,1,TA,2007-08,February,5.0,1040,130.0,26.0,7.28,33.89,5.77,0.0,0.33,7.2,0.0,1319.1,STF-SAF,2
83db0efffffffff,2009,-56.2963,175.7355,23,2,1,SA,2008-09;2009-10,December;February,5.0,22825,992.39,198.4783,,,,0.3,,6.6,0.0,1319.1,STF-SAF,2
83db0efffffffff,2011,-56.3761,174.8748,9,1,1,SA,2011-12,December,5.0,2524,280.44,56.0889,,,,1.33,,6.03,0.0,1319.1,STF-SAF,2
83db0efffffffff,2014,-56.2783,175.7231,19,2,1,SA,2013-14;2014-15,December;February,4.945,4100,215.79,43.6644,,,,0.0,,6.68,0.0,1319.1,STF-SAF,2
83db0efffffffff,2019,-56.4422,174.6376,5,1,1,SA,2019-20,November,5.0,816,163.2,32.64,,,,0.8,,6.0,0.0,1319.1,STF-SAF,2
83db0efffffffff,2021,-56.4013,175.3183,12,1,1,SA,2021-22,November,5.0,3120,260.0,52.0,,,,0.0,,5.44,0.0,1319.1,STF-SAF,2
83db18fffffffff,2008,-54.3861,174.8035,1,1,1,TA,2007-08,February,5.0,55,55.0,11.0,7.28,33.75,4.92,0.0,741.6,8.03,0.0,1535.9,STF-SAF,2
83db18fffffffff,2014,-54.4795,175.1943,10,1,1,SA,2014-15,December,5.0,2623,262.3,52.46,,,,0.0,,6.83,0.0,1535.9,STF-SAF,2
83db19fffffffff,2008,-54.8217,174.4102,12,2,1,TA,2007-08,February;March,5.0,748,62.33,12.4667,7.48,33.88,5.9,0.0,351.82,7.85,0.0,1482.3,STF-SAF,2
83db19fffffffff,2009,-54.6845,174.8705,16,2,1,SA,2008-09;2009-10,December;February,5.0,12547,784.19,156.8375,,,,0.44,,7.3,0.0,1482.3,STF-SAF,2
83db19fffffffff,2010,-54.9265,173.656,11,1,1,SA,2009-10,February,5.0,2799,254.45,50.8909,,,,0.0,,8.14,0.0,1482.3,STF-SAF,2
83db19fffffffff,2011,-54.8538,174.1455,26,3,1,SA,2010-11;2011-12,December;January,4.975,11289,434.19,87.3557,,,,1.38,,7.33,0.0,1482.3,STF-SAF,2
83db19fffffffff,2013,-54.8673,173.907,12,1,1,SA,2012-13,February,5.0,390,32.5,6.5,,,,0.0,,8.26,0.0,1482.3,STF-SAF,2
83db19fffffffff,2014,-54.7001,174.7721,9,1,1,SA,2013-14,February,5.0,1976,219.56,43.9111,,,,0.0,,7.69,0.0,1482.3,STF-SAF,2
83db19fffffffff,2015,-54.9685,173.3021,4,1,1,SA,2014-15,March,5.0,218,54.5,10.9,,,,0.0,,7.28,0.0,1482.3,STF-SAF,2
83db19fffffffff,2019,-54.8798,174.183,11,1,1,SA,2019-20,November,5.0,8945,813.18,162.6364,,,,0.0,,6.8,0.0,1482.3,STF-SAF,2
83db19fffffffff,2021,-54.7461,174.73,11,1,1,SA,2021-22,November,5.0,1749,159.0,31.8,,,,0.0,,6.47,0.0,1482.3,STF-SAF,2
83db1afffffffff,2016,-53.6611,175.6776,3,1,1,SA,2016-17,November,5.013,498,166.0,33.1709,,,,1.33,,7.4,0.0,1629.6,STF-SAF,2
83db1bfffffffff,2008,-53.8541,173.4788,5,1,1,TA,2007-08,March,5.0,329,65.8,13.16,7.07,33.99,,0.0,0.07,8.03,0.0,1570.6,STF-SAF,2
83db1bfffffffff,2009,-53.9193,174.3879,20,2,1,SA,2008-09;2009-10,December;February,5.111,13299,664.95,130.2719,,,,0.05,,7.36,0.0,1570.6,STF-SAF,2
83db1bfffffffff,2010,-53.8954,173.4056,4,1,1,SA,2009-10,February,5.0,753,188.25,37.65,,,,0.0,,8.82,0.0,1570.6,STF-SAF,2
83db1bfffffffff,2011,-53.9159,173.8158,20,2,1,SA,2010-11;2011-12,December;January,5.0,2415,120.75,24.15,,,,0.65,,7.87,0.0,1570.6,STF-SAF,2
83db1bfffffffff,2013,-53.9105,173.7713,10,2,1,SA,2012-13,February,5.16,1434,143.4,28.5103,,,,0.0,,8.74,0.0,1570.6,STF-SAF,2
83db1bfffffffff,2014,-53.8678,174.5263,14,2,1,SA,2013-14;2014-15,December;February,5.0,551,39.36,7.8714,,,,0.0,,7.97,0.0,1570.6,STF-SAF,2
83db1bfffffffff,2021,-53.9369,174.0582,11,1,1,SA,2021-22,November,5.0,1341,121.91,24.3818,,,,0.0,,6.92,0.0,1570.6,STF-SAF,2
83db1dfffffffff,2008,-55.3853,174.8005,5,1,1,TA,2007-08,February,5.0,493,98.6,19.72,7.55,33.89,6.63,0.0,31.84,7.59,0.0,1429.5,STF-SAF,2
83db1dfffffffff,2009,-55.4161,175.285,21,2,1,SA,2008-09;2009-10,December;February,5.0,14306,681.24,136.2476,,,,0.52,,6.85,0.0,1429.5,STF-SAF,2
83db1dfffffffff,2014,-55.4128,175.3626,22,2,1,SA,2013-14;2014-15,December;February,5.0,5501,250.05,50.0091,,,,0.09,,6.91,0.0,1429.5,STF-SAF,2
83db1dfffffffff,2021,-55.4426,174.8374,6,1,1,SA,2021-22,November,5.0,1000,166.67,33.3333,,,,0.0,,6.05,0.0,1429.5,STF-SAF,2
83db28fffffffff,2009,-58.6961,176.958,17,2,1,SA,2008-09;2009-10,December;February,5.0,15637,919.82,183.9647,,,,0.18,,5.6,0.0,1449.3,SAF-PF,3
83db28fffffffff,2010,-58.9977,176.1588,7,1,1,SA,2010-11,November,5.0,2801,400.14,80.0286,,,,1.0,,3.89,0.0,1449.3,SAF-PF,3
83db28fffffffff,2014,-58.8025,176.5418,11,1,1,SA,2013-14,February,5.0,490,44.55,8.9091,,,,0.0,,5.84,0.0,1449.3,SAF-PF,3
83db28fffffffff,2017,-58.5426,177.5342,8,1,1,SA,2017-18,November,5.0,5296,662.0,132.4,,,,0.0,,4.01,0.0,1449.3,SAF-PF,3
83db28fffffffff,2021,-58.7295,176.7551,12,1,1,SA,2021-22,November,5.0,2443,203.58,40.7167,,,,0.0,,3.8,0.0,1449.3,SAF-PF,3
83db29fffffffff,2008,-59.2409,175.2549,24,3,2,SA;TA,2007-08;2008-09,December;February,5.024,9358,389.92,77.9795,5.72,33.99,5.95,0.88,223.03,5.22,0.0,1375.1,SAF-PF,3
83db29fffffffff,2010,-59.2781,174.9897,12,1,1,SA,2009-10,February,5.0,2060,171.67,34.3333,,,,0.0,,5.74,0.0,1375.1,SAF-PF,3
83db29fffffffff,2011,-59.2836,175.5069,11,1,1,SA,2010-11,January,5.0,15828,1438.91,287.7818,,,,1.36,,5.38,0.0,1375.1,SAF-PF,3
83db29fffffffff,2012,-59.0603,175.9695,6,1,1,SA,2012-13,December,5.0,2038,339.67,67.9333,,,,2.0,,4.97,0.0,1375.1,SAF-PF,3
83db29fffffffff,2013,-59.2927,175.3048,12,1,1,SA,2012-13,February,5.0,1668,139.0,27.8,,,,0.42,,6.07,0.0,1375.1,SAF-PF,3
83db29fffffffff,2015,-59.2855,174.9405,11,1,1,SA,2014-15,February,5.046,1853,168.45,33.3838,,,,0.0,,5.66,0.0,1375.1,SAF-PF,3
83db29fffffffff,2019,-59.2304,175.5833,11,1,1,SA,2019-20,November,5.0,6044,549.45,109.8909,,,,1.0,,4.09,0.0,1375.1,SAF-PF,3
83db29fffffffff,2020,-59.3829,174.1093,2,1,1,SA,2020-21,November,5.0,154,77.0,15.4,,,,0.0,,3.38,0.0,1375.1,SAF-PF,3
83db29fffffffff,2021,-59.3086,174.8766,11,1,1,SA,2020-21,February,5.0,1096,99.64,19.9273,,,,0.0,,6.15,0.0,1375.1,SAF-PF,3
83db2afffffffff,2009,-57.8641,176.7257,21,2,1,SA,2008-09;2009-10,December;February,5.0,21490,1023.33,204.6667,,,,0.38,,5.9,0.0,1538.8,SAF-PF,3
83db2afffffffff,2014,-57.7696,176.934,16,2,1,SA,2013-14;2014-15,December;February,5.0,7342,458.88,91.775,,,,0.0,,6.0,0.0,1538.8,SAF-PF,3
83db2afffffffff,2017,-58.1806,177.3546,1,1,1,SA,2017-18,November,5.0,510,510.0,102.0,,,,0.0,,4.01,0.0,1538.8,SAF-PF,3
83db2afffffffff,2021,-57.9601,176.2859,7,2,1,SA,2021-22,November,5.224,990,141.43,27.2206,,,,0.14,,4.43,0.0,1538.8,SAF-PF,3
83db2bfffffffff,2008,-58.3309,174.8393,11,1,1,TA,2007-08,February,5.062,1376,125.09,24.7118,6.0,33.87,4.9,0.0,1388.02,6.43,0.0,1121.8,SAF-PF,3
83db2bfffffffff,2010,-58.3985,174.9823,21,2,1,SA,2009-10;2010-11,February;November,5.0,3936,187.43,37.4857,,,,0.29,,5.07,0.0,1121.8,SAF-PF,3
83db2bfffffffff,2011,-58.3394,175.2052,12,1,1,SA,2010-11,January,5.0,5223,435.25,87.05,,,,1.0,,6.08,0.0,1121.8,SAF-PF,3
83db2bfffffffff,2012,-58.3429,175.3257,13,1,1,SA,2012-13,December,5.0,5624,432.62,86.5231,,,,1.69,,5.45,0.0,1121.8,SAF-PF,3
83db2bfffffffff,2013,-58.3559,174.9211,11,1,1,SA,2012-13,February,5.0,794,72.18,14.4364,,,,1.0,,6.71,0.0,1121.8,SAF-PF,3
83db2bfffffffff,2014,-58.2771,176.2983,2,1,1,SA,2013-14,February,5.0,83,41.5,8.3,,,,0.0,,6.01,0.0,1121.8,SAF-PF,3
83db2bfffffffff,2015,-58.412,174.6846,10,1,1,SA,2014-15,February;March,5.046,1132,113.2,22.4336,,,,0.0,,6.1,0.0,1121.8,SAF-PF,3
83db2bfffffffff,2019,-58.3316,175.2378,11,1,1,SA,2019-20,November,5.0,2370,215.45,43.0909,,,,0.91,,4.76,0.0,1121.8,SAF-PF,3
83db2bfffffffff,2021,-58.3942,174.7496,11,1,1,SA,2020-21,February,5.0,489,44.45,8.8909,,,,0.0,,6.68,0.0,1121.8,SAF-PF,3
83db2cfffffffff,2009,-59.2491,178.1597,11,2,1,SA,2009-10,December,5.223,6411,582.82,107.248,,,,0.0,,4.73,0.0,1401.0,SAF-PF,3
83db2cfffffffff,2014,-59.1454,178.3921,12,1,1,SA,2014-15,December,5.0,7175,597.92,119.5833,,,,0.0,,4.9,0.0,1401.0,SAF-PF,3
83db2cfffffffff,2017,-59.2658,177.9196,10,1,1,SA,2017-18,November,5.0,6757,675.7,135.14,,,,0.0,,3.38,0.0,1401.0,SAF-PF,3
83db2dfffffffff,2008,-59.9304,175.8746,6,1,1,SA,2008-09,December,5.0,4222,703.67,140.7333,,,,2.0,,4.16,0.0,1303.9,SAF-PF,3
83db2dfffffffff,2009,-59.7106,177.0504,12,1,1,SA,2008-09,February,5.0,6235,519.58,103.9167,,,,0.0,,5.25,0.0,1303.9,SAF-PF,3
83db2dfffffffff,2010,-59.6248,176.9651,11,1,1,SA,2010-11,November,5.016,5611,510.09,101.6827,,,,1.0,,3.45,0.0,1303.9,SAF-PF,3
83db2dfffffffff,2011,-59.7738,175.6857,1,1,1,SA,2010-11,January,5.0,1384,1384.0,276.8,,,,1.0,,5.25,0.0,1303.9,SAF-PF,3
83db2dfffffffff,2012,-59.7125,176.5062,11,1,1,SA,2012-13,December,4.955,4853,441.18,88.3838,,,,1.82,,4.64,0.0,1303.9,SAF-PF,3
83db2dfffffffff,2014,-59.7022,176.8908,11,1,1,SA,2013-14,February,5.0,1779,161.73,32.3455,,,,0.0,,5.23,0.0,1303.9,SAF-PF,3
83db2dfffffffff,2019,-59.8041,175.7899,3,1,1,SA,2019-20,November,5.0,1584,528.0,105.6,,,,1.0,,3.86,0.0,1303.9,SAF-PF,3
83db2dfffffffff,2021,-59.5635,177.2713,9,1,1,SA,2021-22,November,5.0,2052,228.0,45.6,,,,0.33,,3.12,0.0,1303.9,SAF-PF,3
83db2efffffffff,2014,-58.3568,177.9183,8,1,1,SA,2014-15,December,5.0,6874,859.25,171.85,,,,0.0,,5.36,0.0,1496.0,SAF-PF,3
83db32fffffffff,2006,-54.2328,-176.4538,9,1,1,TA,2005-06,February,4.926,264,29.33,6.0833,9.32,34.3,4.34,,,9.18,0.0,2800.2,STF-SAF,2
83db34fffffffff,2006,-55.6641,-175.0794,10,1,1,TA,2005-06,February,5.0,290,29.0,5.8,8.12,34.13,4.48,,,8.17,0.0,2633.3,STF-SAF,2
83db36fffffffff,2006,-54.9297,-175.7694,10,1,1,TA,2005-06,February,5.0,1189,118.9,23.78,8.6,34.18,4.68,,,8.74,0.0,2718.8,STF-SAF,2
83db40fffffffff,2006,-59.8369,166.9238,11,1,1,TA,2005-06,March,5.039,166,15.09,3.0023,5.79,33.82,4.07,,,4.49,0.0,834.7,SAF-PF,3
83db45fffffffff,2006,-60.7228,166.2076,12,1,1,TA,2005-06,March,5.0,104,8.67,1.7333,4.28,33.75,5.37,,,3.74,0.0,683.0,PF-SACCF,4
83db49fffffffff,1999,-60.0821,158.2192,10,1,1,AA,1999-00,December,5.0,860,86.0,17.2,0.04,34.04,27.8,,39.97,1.88,0.0,717.5,PF-SACCF,4
83db4bfffffffff,1999,-59.3313,158.5817,14,1,1,AA,1999-00,December,5.0,1873,133.79,26.7571,2.0,33.86,8.3,,334.46,2.36,0.0,794.1,PF-SACCF,4
83db52fffffffff,2018,-56.3649,169.9682,5,1,1,SA,2017-18,February,5.0,355,71.0,14.2,,,,0.2,,7.39,0.0,1248.8,STF-SAF,2
83db54fffffffff,2016,-57.7965,171.1328,8,1,1,SA,2015-16,February,5.0,2747,343.38,68.675,,,,0.0,,6.18,0.0,1109.2,STF-SAF,2
83db54fffffffff,2018,-57.8927,170.0726,11,2,1,SA,2017-18,February,5.025,1273,115.73,22.8157,,,,0.09,,6.69,0.0,1109.2,STF-SAF,2
83db54fffffffff,2019,-57.761,171.3182,4,1,1,SA,2018-19,January,5.0,70,17.5,3.5,,,,0.0,,6.48,0.0,1109.2,STF-SAF,2
83db56fffffffff,2016,-56.8971,171.036,11,2,1,SA,2015-16,February,5.022,1696,154.18,30.5033,,,,0.0,,6.45,0.0,1205.2,STF-SAF,2
83db56fffffffff,2018,-56.9888,169.9312,10,1,1,SA,2017-18,February,5.0,639,63.9,12.78,,,,0.0,,7.08,0.0,1205.2,STF-SAF,2
83db56fffffffff,2019,-56.9122,171.5378,3,1,1,SA,2018-19,January,5.0,82,27.33,5.4667,,,,0.0,,6.99,0.0,1205.2,STF-SAF,2
83db56fffffffff,2022,-56.7839,171.4798,6,1,1,SA,2022-23,November,5.0,2353,392.17,78.4333,,,,0.0,,5.47,0.0,1205.2,STF-SAF,2
83db56fffffffff,2023,-56.7365,171.343,9,1,1,SA,2022-23,January,5.049,934,103.78,20.5541,,,,0.0,,7.08,0.0,1205.2,STF-SAF,2
83db62fffffffff,2018,-60.6586,170.3283,9,1,1,SA,2017-18,February,5.0,2792,310.22,62.0444,,,,1.0,,5.03,0.0,789.8,SAF-PF,3
83db64fffffffff,2008,-62.1698,171.5329,11,1,1,TA,2007-08,March,5.0,1643,149.36,29.8727,3.07,33.55,,0.27,23.81,2.26,0.0,663.7,PF-SACCF,4
83db64fffffffff,2016,-62.1538,171.5058,11,1,1,SA,2015-16,February,5.0,2394,217.64,43.5273,,,,0.55,,3.33,0.0,663.7,PF-SACCF,4
83db64fffffffff,2018,-62.1492,170.6686,11,1,1,SA,2017-18,February,5.0,15822,1438.36,287.6727,,,,2.64,,3.84,0.0,663.7,PF-SACCF,4
83db64fffffffff,2019,-62.1574,172.026,5,1,1,SA,2018-19,January,4.667,1685,337.0,72.2091,,,,1.0,,3.08,0.0,663.7,PF-SACCF,4
83db66fffffffff,2008,-61.2706,171.8769,11,1,1,TA,2007-08,March,5.0,818,74.36,14.8727,4.95,33.65,,0.0,0.07,3.04,0.0,762.6,SAF-PF,3
83db66fffffffff,2016,-61.2377,171.4896,11,1,1,SA,2015-16,February,5.0,6336,576.0,115.2,,,,0.0,,3.98,0.0,762.6,SAF-PF,3
83db66fffffffff,2018,-61.3625,170.4825,8,1,1,SA,2017-18,February,5.0,3015,376.88,75.375,,,,1.75,,4.33,0.0,762.6,SAF-PF,3
83db66fffffffff,2019,-61.1858,171.9783,10,1,1,SA,2018-19,January,4.667,873,87.3,18.7058,,,,0.0,,3.87,0.0,762.6,SAF-PF,3
83db66fffffffff,2022,-61.1948,172.2233,5,1,1,SA,2022-23,November,5.0,1198,239.6,47.92,,,,1.0,,1.38,0.0,762.6,SAF-PF,3
83db6cfffffffff,2006,-62.3843,164.6892,8,1,1,TA,2005-06,March,5.0,447,55.88,11.175,2.69,33.9,4.79,,,2.31,0.0,446.1,SACCF-SBDY,5
83db6dfffffffff,2006,-63.1364,164.1559,11,1,1,TA,2005-06,March,5.0,389,35.36,7.0727,1.45,33.74,4.42,,,1.89,0.0,358.2,South of SBDY,6
83db6efffffffff,2006,-61.595,165.2484,12,1,1,TA,2005-06,March,5.0,476,39.67,7.9333,3.19,33.9,4.82,,,2.99,0.0,578.3,PF-SACCF,4
83db70fffffffff,2008,-59.3717,172.347,11,1,1,TA,2007-08,March,5.0,552,50.18,10.0364,5.96,33.73,,0.0,560.22,4.83,0.0,961.7,SAF-PF,3
83db70fffffffff,2016,-59.3298,171.4044,11,1,1,SA,2015-16,February,5.0,3571,324.64,64.9273,,,,0.0,,5.3,0.0,961.7,SAF-PF,3
83db70fffffffff,2019,-59.3235,171.7044,12,1,1,SA,2018-19,January,5.0,1655,137.92,27.5833,,,,0.0,,5.24,0.0,961.7,SAF-PF,3
83db70fffffffff,2022,-59.3274,171.8976,12,1,1,SA,2022-23,November,5.0,1167,97.25,19.45,,,,0.0,,3.48,0.0,961.7,SAF-PF,3
83db70fffffffff,2023,-59.2706,172.2663,10,1,1,SA,2022-23,January,5.0,1472,147.2,29.44,,,,0.0,,5.25,0.0,961.7,SAF-PF,3
83db71fffffffff,2018,-59.8268,170.2257,11,1,1,SA,2017-18,February,5.0,3649,331.73,66.3455,,,,0.64,,5.53,0.0,877.1,SAF-PF,3
83db72fffffffff,2008,-58.4277,172.918,3,1,1,TA,2007-08,March,5.0,162,54.0,10.8,5.85,33.73,,0.0,0.1,5.5,0.0,1071.8,SAF-PF,3
83db72fffffffff,2016,-58.5025,171.2207,9,1,1,SA,2015-16,February,5.0,2719,302.11,60.4222,,,,0.0,,5.85,0.0,1071.8,SAF-PF,3
83db72fffffffff,2019,-58.3698,171.5636,11,1,1,SA,2018-19,January,5.0,273,24.82,4.9636,,,,0.0,,5.92,0.0,1071.8,SAF-PF,3
83db72fffffffff,2022,-58.372,171.7599,11,1,1,SA,2022-23,November,5.0,1476,134.18,26.8364,,,,0.0,,4.29,0.0,1071.8,SAF-PF,3
83db72fffffffff,2023,-58.372,171.9176,12,1,1,SA,2022-23,January,5.0,3167,263.92,52.7833,,,,0.0,,5.86,0.0,1071.8,SAF-PF,3
83db73fffffffff,2018,-58.8693,170.1701,12,1,1,SA,2017-18,February,5.0,3517,293.08,58.6167,,,,1.0,,6.15,0.0,979.6,SAF-PF,3
83db74fffffffff,2011,-59.842,173.4947,12,1,1,SA,2011-12,December,5.056,3472,289.33,57.2257,,,,1.0,,4.08,0.0,943.8,SAF-PF,3
83db74fffffffff,2017,-59.6872,174.0092,9,1,1,SA,2016-17,January,5.0,1982,220.22,44.0444,,,,0.0,,5.78,0.0,943.8,SAF-PF,3
83db74fffffffff,2020,-59.6679,174.2376,5,1,1,SA,2020-21,November,5.0,500,100.0,20.0,,,,0.0,,3.38,0.0,943.8,SAF-PF,3
83db74fffffffff,2023,-60.006,172.5555,8,1,1,SA,2022-23,January,5.0,696,87.0,17.4,,,,0.0,,4.71,0.0,943.8,SAF-PF,3
83db75fffffffff,2008,-60.3189,172.0858,12,2,1,TA,2007-08,March,4.947,865,72.08,14.5752,4.89,33.69,,0.0,326.68,4.04,0.0,857.7,SAF-PF,3
83db75fffffffff,2016,-60.2842,171.5072,12,1,1,SA,2015-16,February,5.0,4844,403.67,80.7333,,,,0.0,,4.66,0.0,857.7,SAF-PF,3
83db75fffffffff,2019,-60.3293,171.8461,12,2,1,SA,2018-19,January,4.698,2644,220.33,46.2755,,,,0.0,,4.49,0.0,857.7,SAF-PF,3
83db75fffffffff,2022,-60.2398,172.0744,10,1,1,SA,2022-23,November,5.0,1289,128.9,25.78,,,,0.4,,2.62,0.0,857.7,SAF-PF,3
83db76fffffffff,2008,-58.737,172.6798,5,1,1,TA,2007-08,March,5.0,253,50.6,10.12,5.57,33.73,,0.0,34.29,5.5,0.0,1034.7,SAF-PF,3
83db76fffffffff,2011,-58.8647,173.8564,12,2,1,SA,2011-12,December,4.924,2300,191.67,39.3492,,,,1.17,,4.73,0.0,1034.7,SAF-PF,3
83db76fffffffff,2017,-58.8213,173.7845,12,1,1,SA,2016-17,January,5.0,1476,123.0,24.6,,,,0.0,,6.31,0.0,1034.7,SAF-PF,3
83db76fffffffff,2020,-59.0588,173.9633,6,1,1,SA,2020-21,November,5.0,368,61.33,12.2667,,,,0.0,,3.7,0.0,1034.7,SAF-PF,3
83db82fffffffff,2006,-47.7431,179.6156,8,1,1,TA,2005-06,January,5.0,255,31.88,6.375,12.42,34.39,7.32,,,12.23,0.0,2339.5,South of SBDY,6
83db84fffffffff,2006,-49.2531,-179.0929,8,1,1,TA,2005-06,January,5.0,304,38.0,7.6,10.04,34.19,5.26,,,10.75,0.0,3369.3,STF-SAF,2
83db86fffffffff,2006,-48.4912,-124.3569,13,2,1,TA,2005-06,January,4.892,737,56.69,11.488,11.31,34.26,6.59,,,11.35,0.0,2764.3,STF-SAF,2
83db88fffffffff,2008,-49.6633,174.8393,13,1,1,TA,2007-08,February,5.0,1143,87.92,17.5846,10.45,34.24,4.82,0.0,2057.95,10.44,0.0,2046.0,STF-SAF,2
83db89fffffffff,2008,-50.4634,173.9359,1,1,1,TA,2007-08,March,4.73,27,27.0,5.7082,9.04,34.09,,0.0,709.03,9.53,0.0,1945.5,STF-SAF,2
83db89fffffffff,2010,-50.186,172.505,4,1,1,SA,2009-10,February,5.0,62,15.5,3.1,,,,0.0,,10.57,0.0,1945.5,STF-SAF,2
