h3_cell,year,center_lat,center_lon,n_segments,n_tows,n_ships,ships,season,months,mean_segment_length,total_abundance_sum,mean_total_abundance,mean_total_plankton_corrected,mean_water_temperature,mean_salinity,mean_fluorescence,mean_phytoplankton_colour_index,mean_par,mean_hadisst_sst,mean_hadisst_ice,dist_to_antarctica_km,ocean_zone,ocean_zone_num
83db89fffffffff,2013,-50.3053,172.7055,10,1,1,SA,2012-13,February,5.0,5104,510.4,102.08,,,,0.0,,10.95,0.0,1945.5,STF-SAF,2
83db89fffffffff,2015,-50.1814,172.4196,1,1,1,SA,2015-16,November,5.0,398,398.0,79.6,,,,1.0,,7.65,0.0,1945.5,STF-SAF,2
83db89fffffffff,2017,-50.114,173.6065,12,1,1,SA,2017-18,November,5.0,8543,711.92,142.3833,,,,1.42,,9.06,0.0,1945.5,STF-SAF,2
83db89fffffffff,2019,-50.2948,172.8172,10,1,1,SA,2019-20,November,5.0,4781,478.1,95.62,,,,3.0,,8.63,0.0,1945.5,STF-SAF,2
83db8afffffffff,2008,-48.5224,174.8145,13,2,1,TA,2007-08,February,4.912,582,44.77,9.0595,10.22,34.16,8.28,0.0,989.02,11.2,0.0,2169.8,STF-SAF,2
83db8bfffffffff,2017,-49.108,173.1882,13,1,1,SA,2017-18,November,5.0,8539,656.85,131.3692,,,,0.23,,9.54,0.0,2078.1,STF-SAF,2
83db8dfffffffff,2008,-50.6913,174.5922,16,2,1,TA,2007-08,February;March,5.0,1185,74.06,14.8125,9.41,34.14,6.05,0.0,1128.5,9.8,0.0,1930.6,STF-SAF,2
83db8dfffffffff,2017,-50.7983,173.8943,5,1,1,SA,2017-18,November,5.0,3060,612.0,122.4,,,,2.0,,8.85,0.0,1930.6,STF-SAF,2
83db91fffffffff,2006,-46.9323,178.9827,14,1,1,TA,2005-06,January,5.0,140,10.0,2.0,13.73,34.36,3.98,,,12.67,0.0,2413.7,STF-SAF,2
83db91fffffffff,2010,-46.6591,179.6245,8,1,1,TA,2009-10,February,5.0,471,58.88,11.775,15.8,34.18,,0.0,,14.21,0.0,2413.7,South of SBDY,6
83db93fffffffff,2010,-45.939,178.9071,13,1,1,TA,2009-10,February,5.0,95,7.31,1.4615,15.62,34.22,,0.0,,14.69,0.0,2519.1,STF-SAF,2
83db95fffffffff,2010,-47.4203,-124.2786,13,2,1,TA,2009-10,February,5.121,5860,450.77,86.3488,14.27,34.18,,0.0,,13.17,0.0,2883.5,STF-SAF,2
83db99fffffffff,2008,-47.4412,174.8112,13,1,1,TA,2007-08,February,5.0,879,67.62,13.5231,11.8,34.27,7.04,0.0,0.31,12.09,0.0,2287.6,STF-SAF,2
83db9bfffffffff,2008,-46.3642,174.8063,13,1,1,TA,2007-08,February,5.0,387,29.77,5.9538,14.16,34.33,6.11,0.0,409.35,12.91,0.0,2405.2,STF-SAF,2
83db9efffffffff,2006,-46.1149,178.3813,8,1,1,TA,2005-06,January,5.0,79,9.88,1.975,15.31,34.41,2.31,,,13.23,0.0,2490.3,STF-SAF,2
83dba0fffffffff,2006,-50.7864,-177.7851,8,1,1,TA,2005-06,February,5.0,113,14.12,2.825,10.73,34.21,5.35,,,11.15,0.0,3190.6,STF-SAF,2
83dba2fffffffff,2006,-50.0264,-178.4643,13,1,1,TA,2005-06,February;January,5.0,253,19.46,3.8923,10.53,34.18,4.85,,,10.95,0.0,3279.3,STF-SAF,2
83dba4fffffffff,2006,-51.4603,-177.3332,11,1,1,TA,2005-06,February,5.0,283,25.73,5.1455,10.2,34.2,5.45,,,10.8,0.0,3113.0,STF-SAF,2
83dba5fffffffff,2006,-52.0585,-177.6135,5,1,1,TA,2005-06,February,5.0,28,5.6,1.12,9.8,34.31,4.52,,,10.5,0.0,3048.5,STF-SAF,2
83dba6fffffffff,2010,-50.2881,-176.8565,12,1,1,TA,2009-10,February,5.0,108,9.0,1.8,12.25,34.26,,0.0,,11.46,0.0,3239.8,STF-SAF,2
83dbb1fffffffff,2010,-48.8521,-178.2797,13,1,1,TA,2009-10,February,5.0,203,15.62,3.1231,12.36,34.02,,0.0,,12.05,0.0,3408.1,STF-SAF,2
83dbb3fffffffff,2010,-48.1493,-178.9555,7,1,1,TA,2009-10,February,5.0,1049,149.86,29.9714,12.28,34.07,,0.0,,12.31,0.0,3490.5,STF-SAF,2
83dbb5fffffffff,2010,-49.5927,-177.5677,8,1,1,TA,2009-10,February,5.0,74,9.25,1.85,12.64,34.03,,0.0,,11.78,0.0,3321.4,STF-SAF,2
83dcb6fffffffff,2007,-52.4168,-0.0003,6,1,1,PS,2007-08,December,5.0,54,9.0,1.8,1.12,33.71,0.68,0.0,582.53,1.16,0.0,1963.0,SACCF-SBDY,5
83dd16fffffffff,2004,-62.1532,-5.0248,8,1,1,PS,2003-04,April,5.0,168,21.0,4.2,-0.63,34.05,5.02,,23.68,-0.32,0.0,921.3,South of SBDY,6
83dd32fffffffff,2004,-63.8182,-5.9012,5,1,1,PS,2003-04,April,5.216,391,78.2,14.3468,-0.68,34.05,5.33,,0.0,-0.62,0.0,734.6,South of SBDY,6
83dd80fffffffff,2004,-57.7067,-2.844,12,1,1,PS,2003-04,April,5.0,1018,84.83,16.9667,-0.32,33.84,2.05,,64.74,0.54,0.0,1401.6,South of SBDY,6
83dd82fffffffff,2004,-56.7818,-2.1875,12,2,1,PS,2003-04,April,4.894,780,65.0,13.7831,-0.21,33.84,5.35,,0.83,0.82,0.0,1505.0,South of SBDY,6
83dd82fffffffff,2007,-56.834,-1.5668,13,2,1,PS,2007-08,December,5.016,179,13.77,2.7383,-0.76,34.04,0.91,1.0,44.88,-0.2,0.0,1505.0,South of SBDY,6
83dd84fffffffff,2004,-58.5078,-3.2619,8,1,1,PS,2003-04,April,5.0,777,97.12,19.425,-0.37,33.86,5.94,,105.62,0.33,0.0,1312.4,South of SBDY,6
83dd84fffffffff,2007,-58.6851,-1.567,9,1,1,PS,2007-08,December,5.0,111,12.33,2.4667,-1.1,34.2,0.86,0.33,192.84,-0.49,0.0,1312.4,South of SBDY,6
83dd86fffffffff,2007,-57.8524,-1.5666,11,1,1,PS,2007-08,December,5.0,134,12.18,2.4364,-1.0,34.14,0.86,1.0,406.2,-0.35,0.0,1365.3,South of SBDY,6
83dd91fffffffff,2007,-56.2084,-1.5667,2,1,1,PS,2007-08,December,5.0,27,13.5,2.7,-0.59,34.05,0.94,1.0,0.0,-0.17,0.0,1548.0,SACCF-SBDY,5
83dd9afffffffff,2007,-54.4988,-1.1475,8,1,1,PS,2007-08,December,5.0,67,8.38,1.675,-0.52,33.79,0.71,0.0,698.73,0.27,0.0,1736.5,SACCF-SBDY,5
83dd9cfffffffff,2004,-56.0127,-1.6342,8,1,1,PS,2003-04,April,5.0,468,58.5,11.7,-0.16,33.89,6.79,,0.0,1.08,0.0,1570.0,SACCF-SBDY,5
83dd9cfffffffff,2007,-55.8739,-1.5669,6,1,1,PS,2007-08,December,5.0,61,10.17,2.0333,-0.68,33.91,0.8,0.17,0.0,-0.02,0.0,1570.0,SACCF-SBDY,5
83dd9efffffffff,2004,-55.1996,-1.0748,13,1,1,PS,2003-04,April,5.0,389,29.92,5.9846,0.42,33.82,5.74,,1.77,1.36,0.0,1658.4,SACCF-SBDY,5
83dd9efffffffff,2007,-55.166,-1.5623,11,1,1,PS,2007-08,December,5.0,67,6.09,1.2182,-0.61,33.8,0.74,0.0,266.54,0.11,0.0,1658.4,SACCF-SBDY,5
83dda0fffffffff,2004,-60.2104,-4.0609,6,1,1,PS,2003-04,April,5.0,698,116.33,23.2667,-0.3,34.04,5.42,,0.04,0.01,0.0,1123.8,South of SBDY,6
83dda1fffffffff,2004,-60.5341,-4.2174,2,1,1,PS,2003-04,April,5.0,179,89.5,17.9,-0.37,34.03,5.26,,0.0,0.02,0.0,1088.8,South of SBDY,6
83dda2fffffffff,2007,-59.3984,-1.5669,8,1,1,PS,2007-08,December,5.305,115,14.38,2.7848,-1.33,34.11,1.25,0.0,10.79,-0.66,0.0,1215.5,South of SBDY,6
83dda3fffffffff,2004,-59.3997,-3.6761,14,1,1,PS,2003-04,April,5.0,2071,147.93,29.5857,-0.47,33.93,4.25,,0.21,0.17,0.0,1213.5,South of SBDY,6
83dda5fffffffff,2004,-61.2227,-4.5566,15,1,1,PS,2003-04,April,5.0,582,38.8,7.76,-0.52,34.07,5.0,,107.17,-0.09,0.0,1014.9,South of SBDY,6
83ddb4fffffffff,2004,-60.1647,3.1879,12,2,1,PS,2003-04,April,5.166,298,24.83,4.7389,-0.88,34.04,4.32,,1.37,0.2,0.0,1103.4,South of SBDY,6
83ddb6fffffffff,2004,-59.2114,4.1262,13,1,1,PS,2003-04,April,5.0,360,27.69,5.5385,-0.73,34.06,5.43,,0.0,0.37,0.0,1229.6,South of SBDY,6
83df00fffffffff,2008,-61.7077,-60.6396,14,1,1,YU,2007-08,February,4.856,87,6.21,1.2717,2.88,33.93,,0.0,370.35,2.4,0.0,85.9,SACCF-SBDY,5
83df01fffffffff,2008,-60.5602,-60.8606,6,1,1,YU,2007-08,February,5.226,117,19.5,3.7313,2.82,33.82,,0.0,335.91,3.04,0.0,213.4,PF-SACCF,4
83df02fffffffff,2008,-61.5296,-57.4733,4,1,1,YU,2007-08,January,5.0,24,6.0,1.2,1.44,34.09,,0.0,345.78,1.57,0.0,47.2,South of SBDY,6
83df03fffffffff,2008,-60.7306,-59.4587,9,3,1,YU,2007-08,February;January,5.075,48,5.33,1.0438,2.6,33.86,,0.0,287.27,2.32,0.0,148.3,SACCF-SBDY,5
83df04fffffffff,2000,-62.2019,-62.2047,8,1,1,KM,1999-00,February,3.876,18,2.25,0.5805,3.29,33.82,0.03,,,2.94,0.0,75.1,SACCF-SBDY,5
83df05fffffffff,2000,-61.8408,-63.5852,15,1,1,KM,1999-00,February,3.876,124,8.27,2.1328,3.31,33.78,0.03,,,3.74,0.0,133.0,PF-SACCF,4
83df08fffffffff,2008,-58.8258,-61.4052,20,2,1,YU,2007-08,February;January,5.102,457,22.85,4.4342,3.48,33.77,,0.0,90.09,3.84,0.0,408.0,PF-SACCF,4
83df0afffffffff,2008,-59.1938,-60.2333,3,1,1,YU,2007-08,January,5.0,254,84.67,16.9333,3.43,33.78,,0.0,1.5,2.66,0.0,353.5,PF-SACCF,4
83df0cfffffffff,2008,-59.5084,-61.7019,4,1,1,YU,2007-08,February,5.226,132,33.0,6.3146,3.67,33.76,,0.0,0.49,3.81,0.0,334.2,PF-SACCF,4
83df0dfffffffff,2008,-58.537,-62.4511,2,1,1,YU,2007-08,February,5.226,216,108.0,20.6659,4.43,33.81,,0.0,0.49,4.78,0.0,457.0,SAF-PF,3
83df0efffffffff,2008,-59.7892,-60.5384,16,2,1,YU,2007-08,February;January,5.113,732,45.75,9.0024,3.38,33.75,,0.0,52.63,3.02,0.0,299.6,PF-SACCF,4
83df11fffffffff,2008,-61.836,-57.1516,4,1,1,YU,2007-08,January,5.585,19,4.75,0.9341,1.41,34.12,,0.0,771.65,1.57,0.0,31.2,South of SBDY,6
83df1cfffffffff,2008,-61.0439,-57.9737,9,1,1,YU,2007-08,January,5.0,80,8.89,1.7778,2.09,33.88,,0.0,200.21,1.75,0.0,96.7,SACCF-SBDY,5
83df1dfffffffff,2008,-60.1151,-59.1057,7,1,1,YU,2007-08,January,5.0,70,10.0,2.0,3.02,33.75,,0.0,2.88,2.18,0.0,211.3,PF-SACCF,4
83df22fffffffff,2008,-63.0979,-65.0261,1,1,1,YU,2007-08,March,5.0,6,6.0,1.2,2.42,33.78,,0.0,452.53,2.16,0.0,170.7,SACCF-SBDY,5
83df23fffffffff,2008,-62.4738,-64.9999,14,1,1,YU,2007-08,March,5.0,561,40.07,8.0143,2.72,33.69,,0.0,619.14,2.66,0.0,227.6,SACCF-SBDY,5
83df2afffffffff,2008,-60.6,-64.9983,9,1,1,YU,2007-08,March,5.0,1018,113.11,22.6222,3.59,33.73,,0.0,0.49,3.47,0.0,298.1,PF-SACCF,4
83df2bfffffffff,2008,-59.8529,-65.0051,9,1,1,YU,2007-08,March,5.023,459,51.0,10.1857,3.77,33.76,,0.0,28.49,4.07,0.0,366.9,PF-SACCF,4
83df2cfffffffff,2000,-60.8761,-67.2443,11,1,1,KM,1999-00,February,3.876,2299,209.0,53.9216,5.09,33.89,0.03,,,5.25,0.0,441.8,PF-SACCF,4
83df2dfffffffff,2000,-60.4707,-68.7457,15,1,1,KM,1999-00,February,3.876,7722,514.8,132.8173,6.3,33.96,0.03,,,5.39,0.0,585.5,SAF-PF,3
83df2efffffffff,2000,-61.3259,-65.5455,18,1,1,KM,1999-00,February,3.876,439,24.39,6.2923,3.87,33.78,0.03,,,4.07,0.0,243.0,PF-SACCF,4
83df2efffffffff,2008,-61.4328,-65.0007,11,1,1,YU,2007-08,March,5.0,1168,106.18,21.2364,3.59,33.74,,0.0,18.73,3.18,0.0,243.0,PF-SACCF,4
83e006fffffffff,2000,-58.9962,63.3518,11,1,1,AA,2000-01,December,5.0,1074,97.64,19.5273,0.17,33.64,1.09,,627.59,0.59,0.0,949.0,PF-SACCF,4
83e010fffffffff,2000,-57.1934,65.0267,14,1,1,AA,2000-01,December,5.0,1535,109.64,21.9286,1.46,33.86,20.06,,2.54,1.0,0.0,1152.9,PF-SACCF,4
83e012fffffffff,2000,-56.4427,66.5595,3,1,1,AA,2000-01,December,5.0,34,11.33,2.2667,1.3,33.86,12.54,,90.86,1.17,0.0,1257.9,PF-SACCF,4
83e015fffffffff,2000,-58.015,63.5859,14,1,1,AA,2000-01,December,5.0,1637,116.93,23.3857,0.19,33.75,6.16,,212.33,0.8,0.0,1058.1,PF-SACCF,4
83e016fffffffff,2000,-56.6647,66.1066,5,1,1,AA,2000-01,December,5.0,168,33.6,6.72,1.34,33.87,19.64,,20.37,1.17,0.0,1227.6,PF-SACCF,4
83e031fffffffff,2000,-59.7099,63.3828,6,1,1,AA,2000-01,December,5.37,717,119.5,23.4593,0.07,33.49,0.56,,631.88,0.5,0.0,869.4,PF-SACCF,4
83e0a0fffffffff,2000,-55.2248,68.8985,12,1,1,AA,2000-01,December,5.0,171,14.25,2.85,1.94,33.84,3.87,,628.01,1.32,0.0,1395.2,PF-SACCF,4
83e0a5fffffffff,2000,-55.9613,67.4915,14,1,1,AA,2000-01,December,5.0,81,5.79,1.1571,1.49,33.85,4.12,,547.54,1.25,0.0,1315.9,PF-SACCF,4
83e0a6fffffffff,2000,-54.7158,69.8572,6,1,1,AA,2000-01,December,5.0,276,46.0,9.2,1.8,,,,417.14,1.5,0.0,1451.8,PF-SACCF,4
83e0b4fffffffff,2000,-53.8763,73.0568,11,1,1,AA,2000-01,November,4.965,550,50.0,10.0239,0.83,33.38,7.77,,30.92,0.59,0.0,1558.4,PF-SACCF,4
83e100fffffffff,2001,-66.0045,69.9986,1,1,1,AA,2000-01,January,7.01,13,13.0,1.8545,-0.02,33.61,5.4,,3.62,-0.12,0.0,197.1,South of SBDY,6
83e101fffffffff,1998,-65.8801,66.3996,13,1,1,AA,1997-98,February,5.161,28,2.15,0.4173,-0.36,33.47,24.53,,6.7,-0.44,0.0,208.9,South of SBDY,6
83e101fffffffff,2003,-65.399,66.7713,1,1,1,AA,2002-03,March,5.0,16,16.0,3.2,0.32,33.57,5.39,,39.12,-0.34,0.0,208.9,SACCF-SBDY,5
83e102fffffffff,1998,-64.7566,69.7455,14,1,1,AA,1997-98,February,5.161,4,0.29,0.0554,0.34,33.59,21.18,,131.93,0.37,0.0,333.3,SACCF-SBDY,5
83e102fffffffff,1999,-64.4795,69.4086,12,1,1,AA,1998-99,March,4.914,99,8.25,1.6789,0.04,33.71,68.35,,189.54,-0.41,0.0,333.3,SACCF-SBDY,5
83e102fffffffff,2003,-64.383,69.2285,10,1,1,AA,2002-03,March,5.0,142,14.2,2.84,0.65,33.56,3.91,,299.68,0.07,0.0,333.3,SACCF-SBDY,5
83e102fffffffff,2009,-64.5478,70.0602,11,1,1,UM,2008-09,January,5.0,143,13.0,2.6,3.02,33.64,5.47,,570.09,0.55,0.0,333.3,SACCF-SBDY,5
83e103fffffffff,1998,-65.2093,67.8116,8,1,1,AA,1997-98,February,5.161,18,2.25,0.436,0.04,33.51,22.3,,6.66,-0.48,0.0,291.1,SACCF-SBDY,5
83e103fffffffff,1999,-64.9233,67.9678,7,1,1,AA,1998-99,March,4.935,17,2.43,0.4934,-0.37,33.72,43.43,,423.38,-0.56,0.0,291.1,SACCF-SBDY,5
83e103fffffffff,2003,-65.0188,67.6824,12,1,1,AA,2002-03,March,5.0,79,6.58,1.3167,0.45,33.53,4.5,,217.44,-0.13,0.0,291.1,SACCF-SBDY,5
83e104fffffffff,1991,-66.7394,70.1951,10,2,1,AA,1990-91,March,5.574,8,0.8,0.1421,-1.41,33.85,17.82,,486.1,-0.53,0.162,117.4,South of SBDY,6
83e104fffffffff,1994,-66.9601,69.915,15,1,1,AA,1993-94,February,3.644,121,8.07,2.2137,0.18,34.21,20.58,,460.08,-0.11,0.0,117.4,South of SBDY,6
83e105fffffffff,1991,-66.6171,68.6703,1,1,1,AA,1990-91,March,5.77,3,3.0,0.5199,-0.88,33.68,19.72,,158.82,-0.55,0.27,139.8,South of SBDY,6
83e105fffffffff,1994,-66.7152,67.4098,19,1,1,AA,1993-94,February,3.644,24,1.26,0.3466,0.14,34.17,16.34,,258.38,0.01,0.0,139.8,South of SBDY,6
83e106fffffffff,2001,-65.7996,71.4151,13,1,1,AA,2000-01,January,5.0,22,1.69,0.3385,0.36,33.79,7.65,,61.91,0.08,0.0,233.7,South of SBDY,6
83e108fffffffff,2009,-64.5362,62.1129,12,1,1,AA,2008-09,January,5.0,51,4.25,0.85,0.03,33.81,0.73,0.33,16.82,0.43,0.0,338.1,SACCF-SBDY,5
83e109fffffffff,2009,-64.6903,59.7494,13,1,1,AA,2008-09,January,5.0,52,4.0,0.8,0.12,33.89,0.89,1.69,14.59,0.45,0.0,302.5,SACCF-SBDY,5
83e10afffffffff,2009,-64.4311,63.5451,3,1,1,AA,2008-09,January,5.0,11,3.67,0.7333,0.09,33.8,0.3,0.0,121.07,0.37,0.0,343.3,SACCF-SBDY,5
83e10efffffffff,2009,-64.3453,64.487,7,1,1,AA,2008-09,January,5.0,17,2.43,0.4857,0.49,33.84,0.29,0.71,173.23,0.32,0.0,356.7,SACCF-SBDY,5
83e110fffffffff,1998,-63.8735,73.7717,11,1,1,AA,1997-98,February,5.059,29,2.64,0.5211,0.7,33.51,32.91,,407.76,0.88,0.0,480.1,SACCF-SBDY,5
83e110fffffffff,1999,-63.2184,72.8166,10,1,1,AA,1998-99,March,4.914,389,38.9,7.9162,0.53,33.62,235.42,,2.14,0.11,0.0,480.1,PF-SACCF,4
83e110fffffffff,2002,-63.8522,74.4527,4,1,1,AA,2001-02,February,5.0,46,11.5,2.3,0.9,,8.76,,79.48,1.3,0.0,480.1,SACCF-SBDY,5
83e110fffffffff,2004,-63.5534,73.4417,15,2,1,AA,2003-04,January,5.087,2281,152.07,27.9757,1.95,33.57,6.87,,318.93,0.84,0.0,480.1,SACCF-SBDY,5
83e110fffffffff,2009,-63.5097,73.2774,23,2,2,AA;UM,2008-09,January,5.0,93,4.04,0.8087,2.11,33.72,1.16,0.0,29.12,0.87,0.0,480.1,SACCF-SBDY,5
83e111fffffffff,1999,-63.844,71.2409,13,1,1,AA,1998-99,March,4.914,499,38.38,7.8113,0.35,33.67,128.08,,2.4,-0.12,0.0,443.7,SACCF-SBDY,5
83e111fffffffff,2003,-63.6938,70.8814,14,1,1,AA,2002-03,March,5.0,753,53.79,10.7571,0.94,33.6,5.05,,35.86,0.42,0.0,443.7,SACCF-SBDY,5
83e111fffffffff,2008,-63.2967,71.5082,2,1,1,UM,2007-08,January,5.0,18,9.0,1.8,2.46,33.61,2.18,,568.77,0.4,0.0,443.7,PF-SACCF,4
83e111fffffffff,2009,-63.6521,70.9143,15,2,2,AA;UM,2008-09,January,5.0,58,3.87,0.7733,1.29,33.83,0.6,0.0,141.13,0.87,0.0,443.7,SACCF-SBDY,5
83e112fffffffff,1999,-62.6251,74.3399,12,1,1,AA,1998-99,March,4.969,773,64.42,12.931,0.79,33.65,80.88,,83.77,0.34,0.0,614.6,PF-SACCF,4
83e112fffffffff,2003,-62.3522,73.8965,12,1,1,AA,2002-03,March,5.0,983,81.92,16.3833,1.21,33.62,11.29,,14.96,0.9,0.0,614.6,PF-SACCF,4
83e112fffffffff,2004,-62.5092,73.3258,10,1,1,AA,2003-04,January,5.0,6534,653.4,130.68,1.89,33.58,6.92,,571.65,1.19,0.0,614.6,PF-SACCF,4
83e112fffffffff,2008,-62.3779,73.993,13,1,1,UM,2007-08,January,5.132,153,11.77,2.295,2.71,33.69,2.63,,346.47,0.71,0.0,614.6,PF-SACCF,4
83e112fffffffff,2009,-62.9239,74.6994,9,1,1,AA,2008-09,January,5.0,94,10.44,2.0889,1.43,33.6,0.85,0.0,75.03,0.96,0.0,614.6,PF-SACCF,4
83e113fffffffff,2003,-62.993,72.4736,10,1,1,AA,2002-03,March,5.0,1179,117.9,23.58,1.27,33.64,8.79,,0.0,0.73,0.0,548.7,PF-SACCF,4
83e113fffffffff,2006,-62.2904,71.49,10,2,1,UM,2005-06,January,5.096,2094,209.4,40.6526,2.7,33.62,2.32,,1055.79,0.96,0.0,548.7,PF-SACCF,4
83e113fffffffff,2008,-62.8982,72.3043,11,2,2,AA;UM,2007-08,January;March,5.0,270,24.55,4.9091,2.32,33.69,2.38,0.0,515.43,0.56,0.0,548.7,PF-SACCF,4
83e114fffffffff,2002,-64.1977,73.927,6,1,1,AA,2001-02,February,5.0,19,3.17,0.6333,0.79,,4.8,,191.84,0.8,0.0,618.4,SACCF-SBDY,5
83e115fffffffff,1998,-64.2778,71.9037,10,2,1,AA,1997-98,February,5.14,0,0.0,0.0,0.41,33.5,15.19,,566.34,0.75,0.0,402.9,SACCF-SBDY,5
83e115fffffffff,2002,-64.4558,73.6077,1,1,1,AA,2001-02,February,5.0,2,2.0,0.4,0.69,,4.18,,228.87,0.79,0.0,402.9,SACCF-SBDY,5
83e115fffffffff,2004,-64.6059,73.4189,10,1,1,AA,2003-04,January,5.0,275,27.5,5.5,1.97,33.5,15.85,,7.79,0.54,0.0,402.9,SACCF-SBDY,5
83e115fffffffff,2009,-64.134,71.9432,7,1,1,UM,2008-09,January,5.0,24,3.43,0.6857,2.91,33.62,1.65,,226.49,0.59,0.0,402.9,SACCF-SBDY,5
83e116fffffffff,1998,-63.3904,75.8745,14,1,1,AA,1997-98,February,5.059,153,10.93,2.1602,0.87,33.5,34.7,,29.52,0.78,0.0,560.2,SACCF-SBDY,5
83e116fffffffff,2002,-63.2941,75.5548,14,1,1,AA,2001-02,February,5.0,371,26.5,5.3,0.83,,12.41,,7.14,1.31,0.0,560.2,SACCF-SBDY,5
83e116fffffffff,2004,-63.1035,76.8337,2,1,1,AA,2004-05,December,5.0,254,127.0,25.4,-0.15,33.51,0.11,,669.39,-0.02,0.0,560.2,PF-SACCF,4
83e116fffffffff,2009,-63.2599,75.7141,15,2,2,AA;UM,2008-09,January,5.0,67,4.47,0.8933,2.74,33.65,2.23,0.0,8.32,0.8,0.0,560.2,SACCF-SBDY,5
83e118fffffffff,2005,-62.5598,66.7241,13,1,1,UM,2004-05,January,4.333,9,0.69,0.1598,1.41,,1.92,,129.5,1.08,0.0,580.5,PF-SACCF,4
83e118fffffffff,2006,-63.2387,67.5557,9,1,1,UM,2005-06,January,5.0,1460,162.22,32.4444,2.39,33.53,8.44,,45.77,0.51,0.0,580.5,PF-SACCF,4
83e119fffffffff,2005,-63.1095,65.3703,10,1,1,UM,2004-05,January,4.333,22,2.2,0.5077,1.88,,0.99,,510.44,0.87,0.0,507.2,SACCF-SBDY,5
83e11afffffffff,2005,-62.114,68.4758,13,1,1,UM,2004-05,January,4.333,39,3.0,0.6924,1.15,,2.96,,0.5,1.13,0.0,629.1,PF-SACCF,4
83e11cfffffffff,2009,-63.8879,68.4496,14,1,1,AA,2008-09,January,5.0,46,3.29,0.6571,1.1,33.71,0.03,0.0,848.51,0.74,0.0,432.1,SACCF-SBDY,5
83e11dfffffffff,2006,-63.4502,66.4555,4,1,1,UM,2005-06,January,5.0,240,60.0,12.0,2.45,33.6,6.99,,0.17,0.51,0.0,479.2,SACCF-SBDY,5
83e11dfffffffff,2009,-64.1723,66.1683,11,1,1,AA,2008-09,January,4.87,30,2.73,0.6474,0.69,33.82,0.03,0.0,611.79,0.29,0.0,479.2,SACCF-SBDY,5
83e11efffffffff,2006,-62.8235,69.5344,15,1,1,UM,2005-06,January,5.0,3055,203.67,40.7333,2.27,33.6,3.03,,614.8,0.82,0.0,548.5,PF-SACCF,4
83e122fffffffff,1994,-67.5905,71.9383,19,1,1,AA,1993-94,February,3.644,191,10.05,2.7587,0.39,34.32,91.37,,100.21,-0.18,0.0,127.2,South of SBDY,6
83e126fffffffff,1994,-68.4201,74.0743,19,1,1,AA,1993-94,February,3.644,160,8.42,2.3109,0.85,34.27,206.4,,0.36,-0.35,0.0,147.7,South of SBDY,6
83e12afffffffff,1994,-66.7008,65.0423,12,1,1,AA,1993-94,February,3.644,12,1.0,0.2744,0.14,34.19,20.81,,0.25,0.05,0.0,106.3,South of SBDY,6
83e12afffffffff,1998,-66.6676,64.8069,12,1,1,AA,1997-98,February,5.173,12,1.0,0.1933,-0.61,33.67,21.43,,186.68,-0.69,0.0,106.3,South of SBDY,6
83e131fffffffff,2004,-66.3127,73.3848,7,1,1,AA,2003-04,January,4.976,61,8.71,1.7509,1.17,33.21,13.62,,371.06,-0.06,0.0,383.3,South of SBDY,6
83e132fffffffff,2001,-65.0147,76.1467,10,1,1,AA,2000-01,January,5.0,75,7.5,1.5,1.13,33.43,3.91,,212.76,0.49,0.0,391.6,SACCF-SBDY,5
83e132fffffffff,2002,-64.8029,76.3907,2,1,1,AA,2001-02,January,5.0,10,5.0,1.0,0.42,,9.63,,130.45,0.37,0.0,391.6,SACCF-SBDY,5
83e132fffffffff,2010,-65.2281,76.477,14,1,1,AA,2009-10,February,5.0,854,61.0,12.2,0.11,32.78,8.03,0.0,5.94,0.29,0.0,391.6,SACCF-SBDY,5
83e133fffffffff,2001,-65.4102,73.9654,14,1,1,AA,2000-01,January,5.0,24,1.71,0.3429,0.61,33.62,4.49,,183.93,0.35,0.0,483.3,SACCF-SBDY,5
83e133fffffffff,2004,-65.5216,73.3694,12,1,1,AA,2003-04,January,5.0,227,18.92,3.7833,2.07,33.44,58.23,,39.26,0.25,0.0,483.3,South of SBDY,6
83e133fffffffff,2010,-65.7357,74.4423,10,1,1,AA,2009-10,February,5.0,100,10.0,2.0,0.3,33.07,5.71,0.0,224.57,0.18,0.0,483.3,South of SBDY,6
83e134fffffffff,1991,-66.8363,77.1056,4,1,1,AA,1990-91,March,5.0,10,2.5,0.5,-0.81,33.77,,,189.93,-0.47,0.188,184.4,South of SBDY,6
83e134fffffffff,2004,-67.4033,77.987,14,1,1,AA,2003-04,February,5.0,372,26.57,5.3143,1.07,33.47,9.65,,1088.6,-0.31,0.0,184.4,South of SBDY,6
83e136fffffffff,1991,-66.3234,78.2313,13,1,1,AA,1990-91,March,4.894,48,3.69,0.8792,-0.94,33.43,80.25,,210.1,-0.58,0.463,214.6,South of SBDY,6
83e136fffffffff,2004,-66.5003,78.8598,10,1,1,AA,2003-04,February,5.23,96,9.6,1.8255,0.02,32.77,17.08,,295.45,-0.38,0.0,214.6,South of SBDY,6
83e146fffffffff,2009,-64.8992,53.9376,3,1,1,AA,2008-09,January,4.637,14,4.67,1.1006,-0.63,34.0,0.14,0.0,462.79,0.09,0.0,108.1,South of SBDY,6
