Segment_ID,Salp_abundance,Euph_abundance,SalpEuph_diff
AA_405.0_23-Jan-2008_10:19,0,1,-1
AA_405.0_23-Jan-2008_10:43,0,0,0
AA_405.0_23-Jan-2008_11:08,0,0,0
AA_405.0_23-Jan-2008_11:32,0,2,-2
AA_405.0_23-Jan-2008_11:57,0,0,0
AA_405.0_23-Jan-2008_12:22,0,0,0
AA_405.0_23-Jan-2008_12:48,0,0,0
AA_405.0_23-Jan-2008_13:13,0,1,-1
AA_405.0_23-Jan-2008_13:39,0,2,-2
AA_405.0_23-Jan-2008_14:04,1,1,0
AA_405.0_23-Jan-2008_14:30,0,1,-1
AA_405.0_23-Jan-2008_14:55,0,1,-1
AA_405.0_23-Jan-2008_15:20,0,1,-1
AA_405.0_23-Jan-2008_15:45,0,1,-1
AA_405.0_23-Jan-2008_16:10,0,2,-2
AA_405.0_23-Jan-2008_16:34,0,0,0
AA_405.0_23-Jan-2008_17:00,0,2,-2
AA_405.0_23-Jan-2008_17:28,0,2,-2
AA_405.0_23-Jan-2008_18:00,0,2,-2
AA_405.0_23-Jan-2008_18:34,0,0,0
AA_405.0_23-Jan-2008_19:11,0,1,-1
AA_405.0_23-Jan-2008_19:47,0,1,-1
AA_405.0_23-Jan-2008_20:43,0,2,-2
AA_405.0_23-Jan-2008_21:43,0,1,-1
AA_405.0_23-Jan-2008_22:23,0,0,0
AA_405.0_23-Jan-2008_22:45,0,1,-1
AA_405.0_23-Jan-2008_23:08,0,0,0
AA_405.0_23-Jan-2008_23:31,0,0,0
AA_405.0_23-Jan-2008_23:53,0,0,0
AA_405.0_24-Jan-2008_00:16,0,0,0
AA_405.0_24-Jan-2008_00:40,0,0,0
AA_405.0_24-Jan-2008_01:03,0,0,0
AA_405.0_24-Jan-2008_01:27,0,0,0
AA_405.0_24-Jan-2008_01:50,0,0,0
AA_405.0_24-Jan-2008_02:13,0,0,0
AA_405.0_24-Jan-2008_02:36,0,0,0
AA_405.0_24-Jan-2008_02:59,0,0,0
AA_405.0_24-Jan-2008_03:22,0,0,0
AA_405.0_24-Jan-2008_03:52,0,0,0
AA_405.0_24-Jan-2008_04:25,0,0,0
AA_405.0_24-Jan-2008_04:49,0,0,0
AA_405.0_24-Jan-2008_05:12,0,0,0
AA_405.0_24-Jan-2008_05:36,0,0,0
AA_405.0_24-Jan-2008_06:02,0,1,-1
AA_405.0_24-Jan-2008_06:28,0,3,-3
AA_405.0_24-Jan-2008_06:51,0,0,0
AA_405.0_24-Jan-2008_07:13,0,0,0
AA_405.0_24-Jan-2008_07:36,0,0,0
AA_405.0_24-Jan-2008_07:59,0,0,0
AA_405.0_24-Jan-2008_08:21,0,0,0
AA_405.0_24-Jan-2008_08:44,0,0,0
AA_405.0_24-Jan-2008_09:07,0,0,0
AA_405.0_24-Jan-2008_09:30,0,1,-1
AA_405.0_24-Jan-2008_09:53,0,0,0
AA_405.0_24-Jan-2008_10:16,0,1,-1
AA_405.0_24-Jan-2008_10:40,0,6,-6
AA_405.0_24-Jan-2008_11:03,0,11,-11
AA_405.0_24-Jan-2008_11:28,0,8,-8
AA_405.0_24-Jan-2008_11:51,0,5,-5
AA_405.0_24-Jan-2008_12:14,0,2,-2
AA_405.0_24-Jan-2008_12:38,0,0,0
AA_405.0_24-Jan-2008_12:57,1,1,0
UM_406.0_25-Jan-2008_01:52,0,0,0
UM_406.0_25-Jan-2008_02:11,0,0,0
UM_406.0_25-Jan-2008_02:29,0,0,0
UM_406.0_25-Jan-2008_02:48,0,1,-1
UM_406.0_25-Jan-2008_03:06,0,2,-2
UM_406.0_25-Jan-2008_03:24,0,1,-1
UM_406.0_25-Jan-2008_03:43,0,1,-1
UM_406.0_25-Jan-2008_04:01,0,0,0
UM_406.0_25-Jan-2008_04:19,0,0,0
UM_406.0_25-Jan-2008_04:38,0,0,0
UM_406.0_25-Jan-2008_04:56,0,0,0
UM_406.0_25-Jan-2008_05:15,0,0,0
UM_406.0_25-Jan-2008_05:33,0,1,-1
UM_406.0_25-Jan-2008_05:52,0,0,0
UM_406.0_25-Jan-2008_06:10,0,0,0
UM_406.0_25-Jan-2008_06:28,0,0,0
UM_406.0_25-Jan-2008_06:47,0,0,0
UM_406.0_25-Jan-2008_07:05,0,0,0
UM_406.0_25-Jan-2008_07:23,0,0,0
UM_406.0_25-Jan-2008_07:41,0,0,0
UM_406.0_25-Jan-2008_08:00,0,0,0
UM_406.0_25-Jan-2008_08:18,0,1,-1
UM_406.0_25-Jan-2008_08:36,0,0,0
UM_406.0_25-Jan-2008_08:55,0,1,-1
UM_406.0_25-Jan-2008_09:14,0,2,-2
UM_406.0_25-Jan-2008_09:32,0,0,0
UM_406.0_25-Jan-2008_09:50,0,0,0
UM_406.0_25-Jan-2008_10:09,0,0,0
UM_406.0_25-Jan-2008_10:27,0,0,0
UM_406.0_25-Jan-2008_10:46,0,0,0
UM_406.0_25-Jan-2008_11:04,0,0,0
UM_406.0_25-Jan-2008_11:23,0,0,0
UM_406.0_25-Jan-2008_11:41,0,0,0
UM_406.0_25-Jan-2008_11:59,0,1,-1
UM_406.0_25-Jan-2008_12:18,0,1,-1
UM_406.0_25-Jan-2008_12:36,0,0,0
UM_406.0_25-Jan-2008_12:54,0,0,0
UM_406.0_25-Jan-2008_13:13,0,0,0
UM_406.0_25-Jan-2008_13:31,0,0,0
UM_406.0_25-Jan-2008_13:50,0,3,-3
UM_406.0_25-Jan-2008_14:08,0,1,-1
UM_406.0_25-Jan-2008_14:27,0,0,0
UM_406.0_25-Jan-2008_14:45,0,1,-1
UM_406.0_25-Jan-2008_15:03,0,4,-4
UM_406.0_25-Jan-2008_15:22,0,2,-2
UM_406.0_25-Jan-2008_15:40,0,2,-2
UM_406.0_25-Jan-2008_15:58,0,1,-1
UM_406.0_25-Jan-2008_16:16,0,0,0
UM_406.0_25-Jan-2008_16:34,0,0,0
UM_406.0_25-Jan-2008_16:52,0,0,0
UM_406.0_25-Jan-2008_17:10,0,0,0
UM_406.0_25-Jan-2008_17:29,0,2,-2
UM_406.0_25-Jan-2008_17:47,0,0,0
UM_406.0_25-Jan-2008_18:05,0,2,-2
UM_406.0_25-Jan-2008_18:24,0,3,-3
UM_406.0_25-Jan-2008_18:42,0,4,-4
UM_406.0_25-Jan-2008_19:02,0,0,0
UM_406.0_25-Jan-2008_19:21,0,2,-2
UM_406.0_25-Jan-2008_19:40,0,0,0
UM_406.0_25-Jan-2008_20:00,0,0,0
UM_406.0_25-Jan-2008_20:19,0,1,-1
UM_406.0_25-Jan-2008_20:38,0,0,0
UM_406.0_25-Jan-2008_20:57,0,0,0
UM_406.0_25-Jan-2008_21:16,0,0,0
UM_406.0_25-Jan-2008_21:36,0,0,0
UM_406.0_25-Jan-2008_21:55,0,0,0
UM_406.0_25-Jan-2008_22:15,0,0,0
UM_406.0_25-Jan-2008_22:34,0,0,0
UM_406.0_25-Jan-2008_22:53,0,0,0
UM_406.0_25-Jan-2008_23:12,0,0,0
UM_406.0_25-Jan-2008_23:31,0,0,0
UM_406.0_25-Jan-2008_23:56,0,0,0
UM_407.0_26-Jan-2008_00:28,0,0,0
UM_407.0_26-Jan-2008_00:48,0,0,0
UM_407.0_26-Jan-2008_01:06,0,0,0
UM_407.0_26-Jan-2008_01:25,0,0,0
UM_407.0_26-Jan-2008_01:44,0,0,0
UM_407.0_26-Jan-2008_02:02,0,0,0
UM_407.0_26-Jan-2008_02:21,0,0,0
UM_407.0_26-Jan-2008_02:40,0,0,0
UM_407.0_26-Jan-2008_02:58,0,0,0
UM_407.0_26-Jan-2008_03:17,0,0,0
UM_407.0_26-Jan-2008_03:35,0,0,0
UM_407.0_26-Jan-2008_03:54,0,0,0
UM_407.0_26-Jan-2008_04:13,0,0,0
UM_407.0_26-Jan-2008_04:32,0,0,0
UM_407.0_26-Jan-2008_04:50,0,0,0
UM_407.0_26-Jan-2008_05:09,0,0,0
UM_407.0_26-Jan-2008_05:28,0,0,0
UM_407.0_26-Jan-2008_05:46,0,0,0
UM_407.0_26-Jan-2008_06:05,0,0,0
UM_407.0_26-Jan-2008_06:25,0,0,0
UM_407.0_26-Jan-2008_06:44,0,0,0
UM_407.0_26-Jan-2008_07:04,0,0,0
UM_407.0_26-Jan-2008_07:24,0,1,-1
UM_407.0_26-Jan-2008_07:44,0,0,0
UM_407.0_26-Jan-2008_08:05,0,0,0
UM_407.0_26-Jan-2008_08:24,0,0,0
UM_407.0_26-Jan-2008_08:43,0,0,0
UM_407.0_26-Jan-2008_09:03,0,1,-1
UM_407.0_26-Jan-2008_09:22,0,2,-2
UM_407.0_26-Jan-2008_09:41,0,0,0
UM_407.0_26-Jan-2008_10:00,0,2,-2
UM_407.0_26-Jan-2008_10:19,0,0,0
UM_407.0_26-Jan-2008_10:38,0,2,-2
UM_407.0_26-Jan-2008_10:57,0,1,-1
UM_407.0_26-Jan-2008_11:16,0,2,-2
UM_407.0_26-Jan-2008_11:35,0,2,-2
UM_407.0_26-Jan-2008_11:54,0,2,-2
UM_407.0_26-Jan-2008_12:13,0,6,-6
UM_407.0_26-Jan-2008_12:33,0,0,0
UM_407.0_26-Jan-2008_12:52,0,0,0
UM_407.0_26-Jan-2008_13:12,0,0,0
UM_407.0_26-Jan-2008_13:31,0,4,-4
UM_407.0_26-Jan-2008_13:50,0,3,-3
UM_407.0_26-Jan-2008_14:10,0,6,-6
UM_407.0_26-Jan-2008_14:29,0,0,0
UM_407.0_26-Jan-2008_14:48,0,1,-1
UM_407.0_26-Jan-2008_15:08,0,0,0
UM_407.0_26-Jan-2008_15:28,0,4,-4
UM_407.0_26-Jan-2008_15:47,0,3,-3
UM_407.0_26-Jan-2008_16:06,0,3,-3
UM_407.0_26-Jan-2008_16:25,0,4,-4
UM_407.0_26-Jan-2008_16:43,0,3,-3
UM_407.0_26-Jan-2008_17:02,0,4,-4
UM_407.0_26-Jan-2008_17:20,0,5,-5
UM_407.0_26-Jan-2008_17:39,0,4,-4
UM_407.0_26-Jan-2008_17:58,0,4,-4
UM_407.0_26-Jan-2008_18:16,0,3,-3
UM_407.0_26-Jan-2008_18:35,0,4,-4
UM_407.0_26-Jan-2008_18:54,0,0,0
UM_407.0_26-Jan-2008_19:12,0,0,0
UM_407.0_26-Jan-2008_19:31,0,3,-3
UM_407.0_26-Jan-2008_19:50,0,1,-1
UM_407.0_26-Jan-2008_20:08,0,2,-2
UM_407.0_26-Jan-2008_20:27,0,0,0
UM_407.0_26-Jan-2008_20:46,0,0,0
UM_407.0_26-Jan-2008_21:05,0,0,0
UM_407.0_26-Jan-2008_21:24,0,0,0
UM_407.0_26-Jan-2008_21:43,0,0,0
UM_407.0_26-Jan-2008_22:02,0,0,0
UM_407.0_26-Jan-2008_22:20,0,0,0
UM_407.0_26-Jan-2008_22:39,0,0,0
UM_407.0_26-Jan-2008_22:58,0,0,0
UM_407.0_26-Jan-2008_23:28,0,0,0
AF_408.0_26-Jan-2008_20:58,0,0,0
AF_408.0_26-Jan-2008_21:17,0,0,0
AF_408.0_26-Jan-2008_21:36,0,0,0
AF_408.0_26-Jan-2008_21:55,0,0,0
AF_408.0_26-Jan-2008_22:15,0,0,0
AF_408.0_26-Jan-2008_22:34,0,0,0
AF_408.0_26-Jan-2008_22:53,0,0,0
AF_408.0_26-Jan-2008_23:12,0,0,0
AF_408.0_26-Jan-2008_23:32,0,0,0
AF_408.0_26-Jan-2008_23:51,0,0,0
AF_408.0_27-Jan-2008_00:10,0,0,0
AF_408.0_27-Jan-2008_00:29,0,0,0
AF_408.0_27-Jan-2008_00:48,0,0,0
AF_408.0_27-Jan-2008_01:07,0,0,0
AF_408.0_27-Jan-2008_01:27,0,0,0
AF_408.0_27-Jan-2008_01:46,0,0,0
AF_408.0_27-Jan-2008_02:05,0,0,0
AF_408.0_27-Jan-2008_02:24,0,0,0
AF_408.0_27-Jan-2008_02:43,0,0,0
AF_408.0_27-Jan-2008_03:02,0,0,0
AF_408.0_27-Jan-2008_03:22,0,0,0
AF_408.0_27-Jan-2008_03:41,0,0,0
AF_408.0_27-Jan-2008_04:00,0,0,0
AF_408.0_27-Jan-2008_04:19,0,0,0
AF_408.0_27-Jan-2008_04:38,0,0,0
AF_408.0_27-Jan-2008_04:57,0,0,0
AF_408.0_27-Jan-2008_05:16,0,0,0
AF_408.0_27-Jan-2008_05:35,0,0,0
AF_408.0_27-Jan-2008_05:55,0,0,0
AF_408.0_27-Jan-2008_06:14,0,0,0
AF_408.0_27-Jan-2008_06:33,0,0,0
AF_408.0_27-Jan-2008_06:52,0,0,0
AF_408.0_27-Jan-2008_07:12,0,0,0
AF_408.0_27-Jan-2008_07:31,0,0,0
AF_408.0_27-Jan-2008_07:50,0,0,0
AF_408.0_27-Jan-2008_08:09,0,0,0
AF_408.0_27-Jan-2008_08:28,0,0,0
AF_408.0_27-Jan-2008_08:47,0,1,-1
AF_408.0_27-Jan-2008_09:06,0,0,0
AF_408.0_27-Jan-2008_09:25,0,0,0
AF_408.0_27-Jan-2008_09:44,0,3,-3
AF_408.0_27-Jan-2008_10:03,0,0,0
AF_408.0_27-Jan-2008_10:22,0,0,0
AF_408.0_27-Jan-2008_10:41,0,1,-1
AF_408.0_27-Jan-2008_11:00,0,0,0
AF_408.0_27-Jan-2008_11:19,0,0,0
AF_408.0_27-Jan-2008_11:38,0,0,0
AF_408.0_27-Jan-2008_11:57,0,0,0
AF_408.0_27-Jan-2008_12:16,0,0,0
AF_408.0_27-Jan-2008_12:35,0,0,0
AF_408.0_27-Jan-2008_12:54,0,0,0
AF_408.0_27-Jan-2008_13:13,0,2,-2
AF_408.0_27-Jan-2008_13:32,0,0,0
AF_408.0_27-Jan-2008_13:51,0,1,-1
AF_408.0_27-Jan-2008_14:10,0,0,0
AF_408.0_27-Jan-2008_14:29,0,0,0
AF_408.0_27-Jan-2008_14:48,0,0,0
AF_408.0_27-Jan-2008_15:07,0,0,0
AF_408.0_27-Jan-2008_15:26,0,0,0
AF_408.0_27-Jan-2008_15:45,0,0,0
AF_408.0_27-Jan-2008_16:04,0,0,0
AF_408.0_27-Jan-2008_16:23,0,1,-1
AF_408.0_27-Jan-2008_16:42,0,0,0
AF_408.0_27-Jan-2008_17:01,0,0,0
AF_408.0_27-Jan-2008_17:20,0,0,0
AF_408.0_27-Jan-2008_17:39,0,1,-1
AF_408.0_27-Jan-2008_17:58,0,0,0
AF_408.0_27-Jan-2008_18:16,0,0,0
AF_408.0_27-Jan-2008_18:35,0,0,0
AF_408.0_27-Jan-2008_18:54,0,1,-1
AF_408.0_27-Jan-2008_19:13,0,0,0
AF_408.0_27-Jan-2008_19:32,0,0,0
AF_408.0_27-Jan-2008_19:51,0,0,0
AF_408.0_27-Jan-2008_20:10,0,0,0
AF_408.0_27-Jan-2008_20:29,0,0,0
AF_408.0_27-Jan-2008_20:48,0,0,0
AF_408.0_27-Jan-2008_21:06,0,0,0
AF_408.0_27-Jan-2008_21:27,0,0,0
AF_408.0_27-Jan-2008_21:48,0,0,0
AF_408.0_27-Jan-2008_22:09,0,0,0
AF_408.0_27-Jan-2008_22:30,0,0,0
AF_408.0_27-Jan-2008_22:51,0,0,0
AF_408.0_27-Jan-2008_23:12,0,0,0
AF_408.0_27-Jan-2008_23:33,0,0,0
AF_408.0_27-Jan-2008_23:54,0,0,0
AF_408.0_28-Jan-2008_00:16,0,0,0
AF_408.0_28-Jan-2008_00:37,0,0,0
AF_408.0_28-Jan-2008_00:58,0,0,0
AF_408.0_28-Jan-2008_01:19,0,0,0
AF_408.0_28-Jan-2008_01:40,0,0,0
AF_408.0_28-Jan-2008_02:05,0,2,-2
UM_409.0_27-Jan-2008_01:11,0,0,0
UM_409.0_27-Jan-2008_01:29,0,0,0
UM_409.0_27-Jan-2008_01:48,0,0,0
UM_409.0_27-Jan-2008_02:08,0,0,0
UM_409.0_27-Jan-2008_02:27,0,0,0
UM_409.0_27-Jan-2008_02:46,0,0,0
UM_409.0_27-Jan-2008_03:06,0,0,0
UM_409.0_27-Jan-2008_03:25,0,0,0
UM_409.0_27-Jan-2008_03:45,0,0,0
UM_409.0_27-Jan-2008_04:05,0,0,0
UM_409.0_27-Jan-2008_04:25,0,0,0
UM_409.0_27-Jan-2008_04:45,0,0,0
UM_409.0_27-Jan-2008_05:04,0,0,0
UM_409.0_27-Jan-2008_05:24,0,0,0
UM_409.0_27-Jan-2008_05:44,0,0,0
UM_409.0_27-Jan-2008_06:03,0,0,0
UM_409.0_27-Jan-2008_06:23,0,0,0
UM_409.0_27-Jan-2008_06:42,0,0,0
UM_409.0_27-Jan-2008_07:01,0,0,0
UM_409.0_27-Jan-2008_07:21,0,0,0
UM_409.0_27-Jan-2008_07:40,0,0,0
UM_409.0_27-Jan-2008_07:59,0,0,0
UM_409.0_27-Jan-2008_08:18,0,0,0
UM_409.0_27-Jan-2008_08:37,0,0,0
UM_409.0_27-Jan-2008_08:57,0,0,0
UM_409.0_27-Jan-2008_09:16,0,0,0
UM_409.0_27-Jan-2008_09:35,0,0,0
UM_409.0_27-Jan-2008_09:55,0,0,0
UM_409.0_27-Jan-2008_10:14,0,0,0
UM_409.0_27-Jan-2008_10:34,0,1,-1
UM_409.0_27-Jan-2008_10:53,0,2,-2
UM_409.0_27-Jan-2008_11:13,0,2,-2
UM_409.0_27-Jan-2008_11:34,0,4,-4
UM_409.0_27-Jan-2008_11:54,0,2,-2
UM_409.0_27-Jan-2008_12:14,0,1,-1
UM_409.0_27-Jan-2008_12:34,0,1,-1
UM_409.0_27-Jan-2008_12:54,0,3,-3
UM_409.0_27-Jan-2008_13:15,0,6,-6
UM_409.0_27-Jan-2008_13:36,0,3,-3
UM_409.0_27-Jan-2008_13:58,0,5,-5
UM_409.0_27-Jan-2008_14:20,0,3,-3
UM_409.0_27-Jan-2008_14:43,0,3,-3
UM_409.0_27-Jan-2008_15:05,0,3,-3
UM_409.0_27-Jan-2008_15:27,0,1,-1
UM_409.0_27-Jan-2008_15:49,0,1,-1
UM_409.0_27-Jan-2008_16:11,0,1,-1
UM_409.0_27-Jan-2008_16:33,0,3,-3
UM_409.0_27-Jan-2008_16:55,0,4,-4
UM_409.0_27-Jan-2008_17:15,0,3,-3
UM_409.0_27-Jan-2008_17:33,0,2,-2
UM_409.0_27-Jan-2008_17:52,0,2,-2
UM_409.0_27-Jan-2008_18:10,0,1,-1
UM_409.0_27-Jan-2008_18:29,0,1,-1
UM_409.0_27-Jan-2008_18:48,0,3,-3
UM_409.0_27-Jan-2008_19:06,0,1,-1
UM_409.0_27-Jan-2008_19:25,0,0,0
UM_409.0_27-Jan-2008_19:43,0,3,-3
UM_409.0_27-Jan-2008_20:02,0,0,0
UM_409.0_27-Jan-2008_20:21,0,2,-2
UM_409.0_27-Jan-2008_20:39,0,1,-1
UM_409.0_27-Jan-2008_20:58,0,1,-1
UM_409.0_27-Jan-2008_21:17,0,0,0
UM_409.0_27-Jan-2008_21:35,0,1,-1
UM_409.0_27-Jan-2008_21:54,0,1,-1
UM_409.0_27-Jan-2008_22:13,0,1,-1
UM_409.0_27-Jan-2008_22:31,0,0,0
UM_409.0_27-Jan-2008_22:58,0,0,0
UM_410.0_28-Jan-2008_00:45,0,0,0
UM_410.0_28-Jan-2008_01:05,0,0,0
UM_410.0_28-Jan-2008_01:25,0,0,0
UM_410.0_28-Jan-2008_01:44,0,0,0
UM_410.0_28-Jan-2008_02:05,0,0,0
UM_410.0_28-Jan-2008_02:26,0,0,0
UM_410.0_28-Jan-2008_02:46,0,0,0
UM_410.0_28-Jan-2008_03:06,0,0,0
UM_410.0_28-Jan-2008_03:26,0,0,0
UM_410.0_28-Jan-2008_03:46,0,0,0
UM_410.0_28-Jan-2008_04:05,0,0,0
UM_410.0_28-Jan-2008_04:24,0,0,0
UM_410.0_28-Jan-2008_04:44,0,0,0
UM_410.0_28-Jan-2008_05:03,0,0,0
UM_410.0_28-Jan-2008_05:24,0,0,0
UM_410.0_28-Jan-2008_05:44,0,0,0
UM_410.0_28-Jan-2008_06:03,0,0,0
UM_410.0_28-Jan-2008_06:23,0,0,0
UM_410.0_28-Jan-2008_06:43,0,0,0
UM_410.0_28-Jan-2008_07:03,0,0,0
UM_410.0_28-Jan-2008_07:23,0,0,0
UM_410.0_28-Jan-2008_07:42,0,1,-1
UM_410.0_28-Jan-2008_08:02,0,0,0
UM_410.0_28-Jan-2008_08:21,0,0,0
UM_410.0_28-Jan-2008_08:41,0,0,0
UM_410.0_28-Jan-2008_09:01,0,0,0
UM_410.0_28-Jan-2008_09:22,0,0,0
UM_410.0_28-Jan-2008_09:42,0,1,-1
UM_410.0_28-Jan-2008_10:03,0,2,-2
UM_410.0_28-Jan-2008_10:23,0,0,0
UM_410.0_28-Jan-2008_10:44,0,0,0
UM_410.0_28-Jan-2008_11:05,0,1,-1
UM_410.0_28-Jan-2008_11:26,0,0,0
UM_410.0_28-Jan-2008_11:46,0,0,0
UM_410.0_28-Jan-2008_12:07,0,0,0
UM_410.0_28-Jan-2008_12:28,0,0,0
UM_410.0_28-Jan-2008_12:49,0,0,0
UM_410.0_28-Jan-2008_13:10,0,0,0
UM_410.0_28-Jan-2008_13:31,0,0,0
UM_410.0_28-Jan-2008_13:51,0,1,-1
UM_410.0_28-Jan-2008_14:13,0,2,-2
UM_410.0_28-Jan-2008_14:34,0,1,-1
UM_410.0_28-Jan-2008_14:55,0,0,0
UM_410.0_28-Jan-2008_15:16,0,1,-1
UM_410.0_28-Jan-2008_15:38,0,0,0
UM_410.0_28-Jan-2008_15:59,0,2,-2
UM_410.0_28-Jan-2008_16:19,0,0,0
UM_410.0_28-Jan-2008_16:41,0,0,0
UM_410.0_28-Jan-2008_17:02,0,0,0
UM_410.0_28-Jan-2008_17:24,0,0,0
UM_410.0_28-Jan-2008_17:45,0,0,0
UM_410.0_28-Jan-2008_18:06,0,1,-1
UM_410.0_28-Jan-2008_18:27,0,0,0
UM_410.0_28-Jan-2008_18:48,0,0,0
UM_410.0_28-Jan-2008_19:08,0,0,0
UM_410.0_28-Jan-2008_19:30,0,0,0
UM_410.0_28-Jan-2008_19:48,0,0,0
AF_411.0_28-Jan-2008_02:37,0,1,-1
AF_411.0_28-Jan-2008_02:56,0,0,0
AF_411.0_28-Jan-2008_03:15,0,0,0
AF_411.0_28-Jan-2008_03:34,0,0,0
AF_411.0_28-Jan-2008_03:53,0,0,0
AF_411.0_28-Jan-2008_04:12,0,0,0
AF_411.0_28-Jan-2008_04:31,0,0,0
AF_411.0_28-Jan-2008_04:50,0,2,-2
AF_411.0_28-Jan-2008_05:09,0,1,-1
AF_411.0_28-Jan-2008_05:28,0,0,0
AF_411.0_28-Jan-2008_05:47,0,0,0
AF_411.0_28-Jan-2008_06:06,0,1,-1
AF_411.0_28-Jan-2008_06:25,0,0,0
AF_411.0_28-Jan-2008_06:44,0,0,0
AF_411.0_28-Jan-2008_07:03,0,0,0
AF_411.0_28-Jan-2008_07:22,0,0,0
AF_411.0_28-Jan-2008_07:41,0,5,-5
AF_411.0_28-Jan-2008_07:59,0,3,-3
AF_411.0_28-Jan-2008_08:18,0,2,-2
AF_411.0_28-Jan-2008_08:37,0,1,-1
AF_411.0_28-Jan-2008_08:56,0,0,0
AF_411.0_28-Jan-2008_09:15,0,0,0
AF_411.0_28-Jan-2008_09:34,0,0,0
AF_411.0_28-Jan-2008_09:53,0,2,-2
AF_411.0_28-Jan-2008_10:12,0,1,-1
AF_411.0_28-Jan-2008_10:31,0,0,0
AF_411.0_28-Jan-2008_10:50,0,3,-3
AF_411.0_28-Jan-2008_11:09,0,0,0
AF_411.0_28-Jan-2008_11:29,0,0,0
AF_411.0_28-Jan-2008_11:48,0,1,-1
AF_411.0_28-Jan-2008_12:07,0,0,0
AF_411.0_28-Jan-2008_12:26,0,0,0
AF_411.0_28-Jan-2008_12:45,0,0,0
AF_411.0_28-Jan-2008_13:04,0,0,0
AF_411.0_28-Jan-2008_13:23,0,5,-5
AF_411.0_28-Jan-2008_13:42,0,1,-1
AF_411.0_28-Jan-2008_14:01,0,1,-1
AF_411.0_28-Jan-2008_14:20,0,1,-1
AF_411.0_28-Jan-2008_14:39,0,0,0
AF_411.0_28-Jan-2008_14:58,0,0,0
AF_411.0_28-Jan-2008_15:17,0,0,0
AF_411.0_28-Jan-2008_15:36,0,1,-1
AF_411.0_28-Jan-2008_15:55,0,0,0
AF_411.0_28-Jan-2008_16:14,0,1,-1
AF_411.0_28-Jan-2008_16:33,0,0,0
AF_411.0_28-Jan-2008_16:53,0,0,0
AF_411.0_28-Jan-2008_17:12,0,0,0
AF_411.0_28-Jan-2008_17:31,0,0,0
AF_411.0_28-Jan-2008_17:50,0,0,0
AF_411.0_28-Jan-2008_18:09,0,0,0
AF_411.0_28-Jan-2008_18:28,0,0,0
AF_411.0_28-Jan-2008_18:47,0,0,0
AF_411.0_28-Jan-2008_19:06,0,0,0
AF_411.0_28-Jan-2008_19:25,0,0,0
AF_411.0_28-Jan-2008_19:45,0,0,0
AF_411.0_28-Jan-2008_20:04,0,0,0
AF_411.0_28-Jan-2008_20:23,0,0,0
AF_411.0_28-Jan-2008_20:42,0,0,0
AF_411.0_28-Jan-2008_21:01,0,1,-1
AF_411.0_28-Jan-2008_21:20,0,0,0
AF_411.0_28-Jan-2008_21:39,0,0,0
AF_411.0_28-Jan-2008_21:59,0,0,0
AF_411.0_28-Jan-2008_22:18,0,1,-1
AF_411.0_28-Jan-2008_22:37,0,0,0
AF_411.0_28-Jan-2008_22:56,0,0,0
AF_411.0_28-Jan-2008_23:15,0,0,0
AF_411.0_28-Jan-2008_23:35,0,1,-1
AF_411.0_28-Jan-2008_23:54,0,0,0
AF_411.0_29-Jan-2008_00:13,0,0,0
AF_411.0_29-Jan-2008_00:32,0,0,0
AF_411.0_29-Jan-2008_00:51,0,0,0
AF_411.0_29-Jan-2008_01:10,0,1,-1
AF_411.0_29-Jan-2008_01:30,0,0,0
AF_411.0_29-Jan-2008_01:49,0,0,0
AF_411.0_29-Jan-2008_02:08,0,1,-1
AF_411.0_29-Jan-2008_02:27,0,0,0
AF_411.0_29-Jan-2008_02:47,0,1,-1
AF_411.0_29-Jan-2008_03:06,0,0,0
AF_411.0_29-Jan-2008_03:25,1,2,-1
AF_411.0_29-Jan-2008_03:44,1,0,1
AF_411.0_29-Jan-2008_04:04,0,2,-2
AF_411.0_29-Jan-2008_04:23,0,1,-1
AF_411.0_29-Jan-2008_04:42,0,0,0
AF_411.0_29-Jan-2008_05:01,0,1,-1
AF_411.0_29-Jan-2008_05:14,0,1,-1
PS_412.0_30-Jan-2008_20:49,0,0,0
PS_412.0_30-Jan-2008_21:17,0,1,-1
PS_412.0_30-Jan-2008_21:44,0,0,0
PS_412.0_30-Jan-2008_22:12,0,1,-1
PS_412.0_30-Jan-2008_22:40,0,1,-1
PS_412.0_30-Jan-2008_23:07,0,1,-1
PS_412.0_30-Jan-2008_23:35,0,1,-1
PS_412.0_31-Jan-2008_00:04,0,1,-1
PS_412.0_31-Jan-2008_00:31,0,1,-1
PS_412.0_31-Jan-2008_00:58,0,1,-1
PS_412.0_31-Jan-2008_01:25,0,0,0
PS_412.0_31-Jan-2008_01:51,1,1,0
PS_412.0_31-Jan-2008_02:17,0,2,-2
PS_412.0_31-Jan-2008_02:43,0,1,-1
PS_412.0_31-Jan-2008_03:10,1,0,1
PS_412.0_31-Jan-2008_03:37,0,0,0
PS_412.0_31-Jan-2008_04:03,0,0,0
PS_412.0_31-Jan-2008_04:29,0,0,0
PS_412.0_31-Jan-2008_04:57,0,0,0
PS_412.0_31-Jan-2008_05:24,0,0,0
PS_412.0_31-Jan-2008_05:51,0,0,0
PS_412.0_31-Jan-2008_06:18,0,0,0
PS_412.0_31-Jan-2008_06:45,1,1,0
