h3_cell,year,center_lat,center_lon,n_segments,n_tows,n_ships,ships,season,months,mean_segment_length,total_abundance_sum,mean_total_abundance,mean_total_plankton_corrected,mean_water_temperature,mean_salinity,mean_fluorescence,mean_phytoplankton_colour_index,mean_par,mean_hadisst_sst,mean_hadisst_ice
82daa7fffffffff,2020,-48.1871,171.5453,14,1,1,SA,2020-21,November,5.0,1861,132.93,26.5857,,,,0.0,,9.61,0.0
82daaffffffffff,2013,-47.8293,169.0131,27,2,2,SA;TA,2012-13;2013-14,December;February,5.0,8286,306.89,61.3778,11.0,34.42,1.64,0.37,,11.51,0.0
82daaffffffffff,2016,-47.0478,170.0963,7,1,1,SA,2015-16,February,5.0,4097,585.29,117.0571,,,,0.0,,12.95,0.0
82daaffffffffff,2018,-48.3069,170.2465,3,1,1,SA,2017-18,February,5.0,582,194.0,38.8,,,,0.0,,13.31,0.0
82dab7fffffffff,2008,-44.7061,174.8297,33,1,1,TA,2007-08,February;January,5.0,1841,55.79,11.1576,15.3,34.63,3.45,0.0,1566.73,14.65,0.0
82dacffffffffff,2018,-48.4707,152.5753,8,1,1,AA,2017-18,March,5.0,3042,380.25,76.05,11.96,34.28,358.55,0.0,,11.8,0.0
82daeffffffffff,2018,-50.7406,154.84,18,2,1,AA,2017-18,March,4.945,445,24.72,5.216,9.18,33.97,212.49,0.0,411.27,10.14,0.0
82db07fffffffff,2009,-57.0487,176.5386,9,1,1,SA,2009-10,December,5.0,15584,1731.56,346.3111,,,,1.11,,5.96,0.0
82db07fffffffff,2014,-56.7873,176.6794,17,1,1,SA,2014-15,December,5.0,7969,468.76,93.7529,,,,0.0,,6.01,0.0
82db0ffffffffff,2008,-56.8425,173.9307,60,3,1,TA,2007-08,February;March,4.981,4015,66.92,13.609,6.98,33.91,5.49,0.0,374.98,6.73,0.0
82db0ffffffffff,2009,-56.4882,175.789,34,2,1,SA,2008-09;2009-10,December;February,5.0,26925,791.91,158.3824,,,,0.24,,6.58,0.0
82db0ffffffffff,2010,-56.8137,173.9555,66,4,1,SA,2009-10;2010-11,February;November,5.05,11713,177.47,35.1323,,,,0.0,,6.24,0.0
82db0ffffffffff,2011,-56.8545,174.6045,64,2,1,SA,2010-11;2011-12,December;January,5.0,16163,252.55,50.5094,,,,0.92,,6.33,0.0
82db0ffffffffff,2012,-56.7988,174.0997,31,2,1,SA,2012-13,December,5.007,5368,173.16,34.6287,,,,1.03,,6.19,0.0
82db0ffffffffff,2013,-56.8395,173.8886,64,2,1,SA,2012-13;2013-14,December;February,5.0,13292,207.69,41.5375,,,,0.38,,6.62,0.0
82db0ffffffffff,2014,-56.5222,175.5889,27,3,1,SA,2013-14;2014-15,December;February,4.961,5870,217.41,43.8379,,,,0.0,,6.83,0.0
82db0ffffffffff,2015,-56.923,174.1427,41,3,1,SA,2014-15;2015-16,February;March;November,5.005,16280,397.07,79.2933,,,,0.49,,6.04,0.0
82db0ffffffffff,2017,-56.9611,173.3313,31,2,1,SA,2016-17,January,5.074,4041,130.35,25.8865,,,,0.0,,7.25,0.0
82db0ffffffffff,2019,-56.7241,173.7361,44,2,1,SA,2018-19;2019-20,January;November,5.0,8108,184.27,36.8545,,,,0.27,,6.19,0.0
82db0ffffffffff,2021,-56.8168,174.9805,49,2,1,SA,2020-21;2021-22,February;November,5.033,7144,145.8,29.105,,,,0.0,,6.37,0.0
82db0ffffffffff,2022,-57.0291,171.6431,19,2,1,SA,2021-22;2022-23,February;November,4.979,6775,356.58,71.5538,,,,0.0,,5.32,0.0
82db0ffffffffff,2023,-57.2828,171.5327,16,2,1,SA,2022-23,January,5.043,3126,195.38,38.8509,,,,0.25,,6.69,0.0
82db1ffffffffff,2008,-54.6665,174.3735,22,2,1,TA,2007-08,February;March,5.0,1621,73.68,14.7364,7.41,33.9,6.08,0.0,188.67,7.83,0.0
82db1ffffffffff,2009,-54.6931,174.8644,53,2,1,SA,2008-09;2009-10,December;February,5.042,37844,714.04,141.7818,,,,0.34,,7.16,0.0
82db1ffffffffff,2010,-54.5965,173.5759,19,1,1,SA,2009-10,February,5.0,5329,280.47,56.0947,,,,0.0,,8.3,0.0
82db1ffffffffff,2011,-54.5887,174.0668,47,3,1,SA,2010-11;2011-12,December;January,4.986,14995,319.04,64.0946,,,,1.17,,7.46,0.0
82db1ffffffffff,2013,-54.5599,173.8688,21,2,1,SA,2012-13,February,5.076,1404,66.86,13.2906,,,,0.0,,8.4,0.0
82db1ffffffffff,2014,-54.6737,175.0169,52,2,1,SA,2013-14;2014-15,December;February,5.0,10520,202.31,40.4615,,,,0.04,,7.29,0.0
82db1ffffffffff,2016,-53.6611,175.6776,3,1,1,SA,2016-17,November,5.013,498,166.0,33.1709,,,,1.33,,7.4,0.0
82db1ffffffffff,2019,-54.9621,174.2054,13,1,1,SA,2019-20,November,5.0,10234,787.23,157.4462,,,,0.0,,6.76,0.0
82db1ffffffffff,2021,-54.5748,174.5042,26,1,1,SA,2021-22,November,5.0,3838,147.62,29.5231,,,,0.0,,6.55,0.0
82db2ffffffffff,2008,-59.1619,175.2319,40,3,2,SA;TA,2007-08;2008-09,December;February,5.033,14332,358.3,71.544,5.63,33.93,5.81,0.72,579.46,5.43,0.0
82db2ffffffffff,2009,-58.6969,177.0784,60,3,1,SA,2008-09;2009-10,December;February,5.041,47694,794.9,157.2721,,,,0.17,,5.5,0.0
82db2ffffffffff,2010,-59.0415,175.6115,50,2,1,SA,2009-10;2010-11,February;November,5.004,14111,282.22,56.3702,,,,0.48,,4.74,0.0
82db2ffffffffff,2011,-58.9549,175.4053,25,1,1,SA,2010-11,January,5.0,25488,1019.52,203.904,,,,1.16,,5.65,0.0
82db2ffffffffff,2012,-59.0643,175.954,28,1,1,SA,2012-13,December,4.982,12116,432.71,86.6008,,,,1.86,,5.0,0.0
82db2ffffffffff,2013,-59.0075,175.1892,23,1,1,SA,2012-13,February,5.0,2607,113.35,22.6696,,,,0.61,,6.29,0.0
82db2ffffffffff,2014,-58.6783,177.1898,59,2,1,SA,2013-14;2014-15,December;February,5.0,22696,384.68,76.9356,,,,0.0,,5.57,0.0
82db2ffffffffff,2015,-59.0355,174.871,21,1,1,SA,2014-15,February,5.046,3111,148.14,29.3585,,,,0.0,,5.85,0.0
82db2ffffffffff,2017,-58.9443,177.7492,20,1,1,SA,2017-18,November,5.0,13031,651.55,130.31,,,,0.0,,3.65,0.0
82db2ffffffffff,2019,-58.9856,175.4868,25,1,1,SA,2019-20,November,5.0,10397,415.88,83.176,,,,1.0,,4.29,0.0
82db2ffffffffff,2021,-58.8496,175.9912,52,3,1,SA,2020-21;2021-22,February;November,5.03,7650,147.12,29.2797,,,,0.1,,4.82,0.0
82db37fffffffff,2006,-55.0393,-175.6723,25,2,1,TA,2005-06,February,4.973,1694,67.76,13.63,8.57,34.18,4.55,,,8.63,0.0
82db47fffffffff,2006,-60.2237,166.6194,21,1,1,TA,2005-06,March,5.02,240,11.43,2.2774,5.13,33.78,4.63,,,4.2,0.0
82db4ffffffffff,1999,-59.6382,158.4703,20,1,1,AA,1999-00,December,5.0,2311,115.55,23.11,1.15,33.93,14.19,,192.7,2.18,0.0
82db57fffffffff,2016,-57.1963,171.0685,20,2,1,SA,2015-16,February,5.012,4017,200.85,39.9868,,,,0.0,,6.37,0.0
82db57fffffffff,2018,-57.2512,169.9982,26,2,1,SA,2017-18,February,5.011,2267,87.19,17.299,,,,0.08,,6.98,0.0
82db57fffffffff,2019,-57.5993,171.3088,8,1,1,SA,2018-19,January,5.0,177,22.12,4.425,,,,0.0,,6.48,0.0
82db57fffffffff,2023,-56.4892,171.2531,3,1,1,SA,2022-23,January,5.049,302,100.67,19.9379,,,,0.0,,7.16,0.0
82db67fffffffff,2008,-61.6795,171.722,21,1,1,TA,2007-08,March,5.0,2354,112.1,22.419,4.16,33.6,,0.1,5.64,2.68,0.0
82db67fffffffff,2016,-61.5709,171.4941,21,1,1,SA,2015-16,February,5.0,8723,415.38,83.0762,,,,0.19,,3.75,0.0
82db67fffffffff,2018,-61.5696,170.5327,27,1,1,SA,2017-18,February,5.0,22917,848.78,169.7556,,,,1.96,,4.28,0.0
82db67fffffffff,2019,-61.5356,171.996,19,1,1,SA,2018-19,January,4.667,4764,250.74,53.7255,,,,0.37,,3.67,0.0
82db6ffffffffff,2006,-62.23,164.8111,32,1,1,TA,2005-06,March,5.0,1309,40.91,8.1813,2.56,33.84,4.75,,,2.49,0.0
82db77fffffffff,2008,-59.4652,172.3976,33,2,1,TA,2007-08,March,4.981,1921,58.21,11.7001,5.52,33.71,,0.0,310.74,4.74,0.0
82db77fffffffff,2011,-59.3533,173.6755,24,2,1,SA,2011-12,December,4.99,5772,240.5,48.2875,,,,1.08,,4.4,0.0
82db77fffffffff,2013,-58.2917,173.6044,1,1,1,SA,2013-14,December,5.04,112,112.0,22.2222,,,,0.0,,4.86,0.0
82db77fffffffff,2016,-59.3722,171.3818,32,1,1,SA,2015-16,February,5.0,11049,345.28,69.0563,,,,0.0,,5.25,0.0
82db77fffffffff,2017,-59.1104,173.8566,21,1,1,SA,2016-17,January,5.0,3375,160.71,32.1429,,,,0.0,,6.15,0.0
82db77fffffffff,2018,-59.4106,170.2039,25,1,1,SA,2017-18,February,5.0,7904,316.16,63.232,,,,0.84,,5.79,0.0
82db77fffffffff,2019,-59.3686,171.7088,35,2,1,SA,2018-19,January,4.897,4572,130.63,26.883,,,,0.0,,5.2,0.0
82db77fffffffff,2020,-59.3429,174.0913,13,1,1,SA,2020-21,November,5.0,1022,78.62,15.7231,,,,0.0,,3.53,0.0
82db77fffffffff,2022,-59.3269,171.9123,34,1,1,SA,2022-23,November,5.0,4028,118.47,23.6941,,,,0.15,,3.46,0.0
82db77fffffffff,2023,-59.2297,172.2534,31,1,1,SA,2022-23,January,5.0,5186,167.29,33.4581,,,,0.0,,5.25,0.0
82db87fffffffff,2006,-48.6026,-82.7246,26,2,1,TA,2005-06,January,4.946,1213,46.65,9.4056,11.13,34.26,6.24,,,11.33,0.0
82db8ffffffffff,2008,-49.7859,174.6971,43,3,1,TA,2007-08,February;March,4.967,2895,67.33,13.5042,9.93,34.17,6.3,0.0,1367.85,10.37,0.0
82db8ffffffffff,2013,-50.5502,172.7833,4,1,1,SA,2012-13,February,5.0,993,248.25,49.65,,,,0.0,,10.89,0.0
82db8ffffffffff,2017,-49.9128,173.5229,27,1,1,SA,2017-18,November,5.0,18242,675.63,135.1259,,,,1.11,,9.16,0.0
82db8ffffffffff,2019,-50.0903,172.7601,15,1,1,SA,2019-20,November,5.0,5980,398.67,79.7333,,,,3.0,,8.71,0.0
82db97fffffffff,2006,-46.8209,178.9018,23,1,1,TA,2005-06,January,5.0,290,12.61,2.5217,13.89,34.38,4.15,,,12.7,0.0
82db97fffffffff,2010,-46.7445,55.9403,32,2,1,TA,2009-10,February,5.049,6417,200.53,38.5604,15.13,34.19,,0.0,,13.92,0.0
82db9ffffffffff,2006,-45.8885,178.225,2,1,1,TA,2005-06,January,5.0,12,6.0,1.2,15.55,34.42,2.29,,,13.95,0.0
82db9ffffffffff,2008,-47.0683,174.8081,24,1,1,TA,2007-08,February,5.0,1239,51.62,10.325,12.64,34.29,7.0,0.0,19.1,12.34,0.0
82dba7fffffffff,2006,-50.9285,-177.8607,38,1,1,TA,2005-06,February;January,5.0,681,17.92,3.5842,10.36,34.21,5.06,,,10.87,0.0
82dba7fffffffff,2010,-50.2522,-176.8898,15,1,1,TA,2009-10,February,5.0,132,8.8,1.76,12.28,34.24,,0.0,,11.5,0.0
82dbb7fffffffff,2010,-48.8175,-178.3129,26,1,1,TA,2009-10,February,5.0,1317,50.65,10.1308,12.41,34.03,,0.0,,12.06,0.0
82dcb7fffffffff,2007,-52.1575,0.0118,3,2,1,PS,2007-08,December,5.45,67,22.33,3.999,1.2,33.72,0.68,0.0,602.75,1.38,0.0
82dd17fffffffff,2004,-61.829,-4.8597,2,1,1,PS,2003-04,April,5.0,58,29.0,5.8,-0.55,34.05,4.95,,82.67,-0.15,0.0
82dd37fffffffff,2004,-63.994,-5.9947,1,1,1,PS,2003-04,April,6.08,182,182.0,29.9342,-0.65,34.08,5.26,,0.0,-0.62,0.0
82dd87fffffffff,2004,-57.601,-2.7199,35,2,1,PS,2003-04,April,4.964,2847,81.34,16.5371,-0.3,33.85,4.53,,46.71,0.59,0.0
82dd87fffffffff,2007,-57.7204,-1.5668,32,2,1,PS,2007-08,December,5.007,415,12.97,2.5875,-0.95,34.12,0.88,0.81,212.1,-0.33,0.0
82dd97fffffffff,2007,-56.2909,-1.5665,2,1,1,PS,2007-08,December,5.0,21,10.5,2.1,-0.53,34.0,0.87,1.0,0.0,-0.17,0.0
82dd9ffffffffff,2004,-55.4707,-1.261,20,1,1,PS,2003-04,April,5.0,820,41.0,8.2,0.22,33.85,6.1,,1.15,1.27,0.0
82dd9ffffffffff,2007,-55.1626,-1.4359,26,1,1,PS,2007-08,December,5.0,210,8.08,1.6154,-0.6,33.83,0.76,0.08,327.76,0.12,0.0
82dda7fffffffff,2004,-60.3721,-4.1434,34,1,1,PS,2003-04,April,5.0,3267,96.09,19.2176,-0.46,34.01,4.63,,44.42,0.02,0.0
82dda7fffffffff,2007,-59.3984,-1.5669,8,1,1,PS,2007-08,December,5.305,115,14.38,2.7848,-1.33,34.11,1.25,0.0,10.79,-0.66,0.0
82ddb7fffffffff,2004,-59.5202,3.8378,23,2,1,PS,2003-04,April,5.087,640,27.83,5.4464,-0.76,34.06,4.91,,0.7,0.31,0.0
82df07fffffffff,2000,-61.9822,-63.0451,22,1,1,KM,1999-00,February,3.876,141,6.41,1.6535,3.3,33.79,0.03,,,3.44,0.0
82df07fffffffff,2008,-61.2802,-60.1026,31,3,1,YU,2007-08,February;January,5.008,344,11.1,2.183,2.65,33.9,,0.0,366.43,2.44,0.0
82df0ffffffffff,2008,-59.2484,-61.0149,46,2,1,YU,2007-08,February;January,5.108,1778,38.65,7.5614,3.49,33.76,,0.0,53.09,3.47,0.0
82df17fffffffff,2008,-61.797,-57.1928,5,1,1,YU,2007-08,January,5.468,20,4.0,0.7872,1.39,34.13,,0.0,700.01,1.57,0.0
82df1ffffffffff,2008,-60.5775,-58.5342,16,1,1,YU,2007-08,January,5.0,94,5.88,1.175,2.5,33.83,,0.0,89.19,1.94,0.0
82df27fffffffff,2008,-62.5154,-65.0017,15,1,1,YU,2007-08,March,5.0,567,37.8,7.56,2.7,33.7,,0.0,608.03,2.62,0.0
82df2ffffffffff,2000,-60.9529,-66.9446,44,1,1,KM,1999-00,February,3.876,9888,224.73,57.9792,4.94,33.87,0.03,,,4.78,0.0
82df2ffffffffff,2008,-60.684,-65.0013,29,1,1,YU,2007-08,March,5.007,2645,91.21,18.2369,3.65,33.74,,0.0,16.1,3.55,0.0
82e007fffffffff,2000,-58.8713,63.3481,10,1,1,AA,2000-01,December,5.0,1068,106.8,21.36,0.14,33.66,1.15,,594.72,0.62,0.0
82e017fffffffff,2000,-57.2886,64.895,37,1,1,AA,2000-01,December,5.0,3217,86.95,17.3892,0.97,33.82,13.79,,100.64,0.98,0.0
82e037fffffffff,2000,-59.6249,63.3786,8,1,1,AA,2000-01,December,5.277,894,111.75,22.0195,0.13,33.52,0.65,,653.97,0.5,0.0
82e0a7fffffffff,2000,-55.3949,68.5712,30,1,1,AA,2000-01,December,5.0,514,17.13,3.4267,1.76,33.84,4.04,,562.64,1.33,0.0
82e0b7fffffffff,2000,-53.7594,72.9963,8,1,1,AA,2000-01,November,4.953,309,38.62,7.7579,0.87,33.38,7.56,,41.7,0.68,0.0
82e107fffffffff,1991,-66.7283,70.0565,11,2,1,AA,1990-91,March,5.591,11,1.0,0.1764,-1.36,33.84,18.2,,456.34,-0.53,0.172
82e107fffffffff,1994,-66.8005,68.2983,33,1,1,AA,1993-94,February,3.644,141,4.27,1.1725,0.19,34.18,15.67,,344.47,-0.03,0.0
82e107fffffffff,1998,-65.3834,67.7516,35,1,1,AA,1997-98,February,5.161,52,1.49,0.2879,-0.06,33.53,23.09,,48.39,-0.2,0.0
82e107fffffffff,1999,-64.692,68.7283,17,1,1,AA,1998-99,March,4.923,67,3.94,0.8017,-0.15,33.71,55.09,,305.95,-0.47,0.0
82e107fffffffff,2001,-65.8416,71.121,12,1,1,AA,2000-01,January,5.167,32,2.67,0.4712,0.33,33.79,7.68,,53.39,0.05,0.0
82e107fffffffff,2003,-64.7877,68.2452,22,1,1,AA,2002-03,March,5.0,228,10.36,2.0727,0.52,33.55,4.27,,250.89,-0.06,0.0
82e107fffffffff,2009,-64.6077,69.8054,8,1,1,UM,2008-09,January,5.0,129,16.12,3.225,3.02,33.62,6.91,,618.48,0.54,0.0
82e10ffffffffff,2009,-64.5252,62.1179,36,2,1,AA,2008-09,January,4.96,144,4.0,0.8312,0.18,33.85,0.63,0.81,76.16,0.4,0.0
82e117fffffffff,1998,-63.8538,73.8173,36,2,1,AA,1997-98,February,5.087,167,4.64,0.9168,0.66,33.5,28.2,,304.18,0.79,0.0
82e117fffffffff,1999,-63.3297,72.5387,36,1,1,AA,1998-99,March,4.914,1621,45.03,9.1632,0.53,33.65,140.85,,26.8,0.06,0.0
82e117fffffffff,2002,-63.6171,74.974,26,1,1,AA,2001-02,February,5.0,454,17.46,3.4923,0.83,,10.07,,69.24,1.18,0.0
82e117fffffffff,2003,-63.1102,72.1971,36,1,1,AA,2002-03,March,5.0,2836,78.78,15.7556,1.11,33.61,8.08,,20.84,0.64,0.0
82e117fffffffff,2004,-63.586,73.4855,39,3,1,AA,2003-04;2004-05,December;January,5.033,10257,263.0,51.6624,1.9,33.55,10.14,,302.59,0.81,0.0
82e117fffffffff,2006,-62.3983,71.107,7,2,1,UM,2005-06,January,5.137,1543,220.43,42.3323,2.64,33.62,2.44,,890.7,0.97,0.0
82e117fffffffff,2008,-62.7208,73.0737,24,1,1,UM,2007-08,January,5.0,338,14.08,2.8167,2.6,33.67,2.3,,455.88,0.62,0.0
82e117fffffffff,2009,-63.4759,73.3885,74,2,2,AA;UM,2008-09,January,5.0,372,5.03,1.0054,2.08,33.69,1.29,0.0,92.22,0.83,0.0
82e11ffffffffff,2005,-62.5342,67.0477,37,1,1,UM,2004-05,January,4.333,75,2.03,0.4678,1.44,,2.09,,183.64,1.05,0.0
82e11ffffffffff,2006,-63.065,68.378,27,1,1,UM,2005-06,January,5.0,4511,167.07,33.4148,2.33,33.57,5.44,,328.99,0.66,0.0
82e11ffffffffff,2009,-63.9798,67.7188,24,1,1,AA,2008-09,January,5.0,62,2.58,0.5167,0.96,33.75,0.03,0.0,753.14,0.58,0.0
82e127fffffffff,1994,-67.8747,72.6673,36,1,1,AA,1993-94,February,3.644,319,8.86,2.4317,0.55,34.3,134.65,,65.38,-0.26,0.0
82e12ffffffffff,1994,-66.701,64.9658,11,1,1,AA,1993-94,February,3.644,10,0.91,0.2495,0.15,34.19,20.84,,0.25,0.05,0.0
82e12ffffffffff,1998,-66.7261,64.6873,10,1,1,AA,1997-98,February,5.175,9,0.9,0.1739,-0.59,33.7,20.54,,214.35,-0.69,0.0
82e137fffffffff,1991,-66.4441,77.9664,17,1,1,AA,1990-91,March,4.919,58,3.41,0.79,-0.9,33.51,80.25,,205.06,-0.55,0.398
82e137fffffffff,2001,-65.2932,74.5988,25,1,1,AA,2000-01,January,5.0,96,3.84,0.768,0.78,33.56,4.32,,190.37,0.38,0.0
82e137fffffffff,2002,-64.8029,76.3907,2,1,1,AA,2001-02,January,5.0,10,5.0,1.0,0.42,,9.63,,130.45,0.37,0.0
82e137fffffffff,2004,-66.4976,76.1291,38,2,1,AA,2003-04,February;January,4.996,563,14.82,2.9646,1.1,33.24,25.83,,488.35,-0.13,0.0
82e137fffffffff,2010,-65.4775,75.4534,22,1,1,AA,2009-10,February,5.0,884,40.18,8.0364,0.19,32.91,6.92,0.0,105.64,0.24,0.0
82e147fffffffff,2009,-64.8955,54.0324,4,1,1,AA,2008-09,January,4.728,16,4.0,0.9254,-0.53,34.01,0.15,0.25,435.43,0.09,0.0
82e157fffffffff,2009,-64.8039,56.559,22,1,1,AA,2008-09,January,5.0,87,3.95,0.7909,0.14,33.96,0.36,1.5,269.47,0.2,0.0
82e187fffffffff,2004,-58.6604,73.3105,19,1,1,AA,2003-04,January,5.0,2502,131.68,26.3368,2.4,33.73,8.87,,287.8,1.85,0.0
82e187fffffffff,2005,-59.3297,77.5808,8,1,1,UM,2004-05,January,5.044,584,73.0,14.4726,1.59,,6.07,,12.13,1.56,0.0
82e187fffffffff,2008,-59.2977,76.2561,27,1,1,AA,2007-08,March,5.0,6074,224.96,44.9926,1.12,33.8,5.24,1.37,272.25,1.17,0.0
82e18ffffffffff,2000,-57.0657,71.4807,8,1,1,AA,2000-01,November,5.0,71,8.88,1.775,0.35,32.93,4.88,,397.72,-0.3,0.0
82e19ffffffffff,2000,-55.3886,73.0555,39,1,1,AA,2000-01,November,5.0,1795,46.03,9.2051,0.25,33.13,6.78,,298.65,0.07,0.0
82e1a7fffffffff,1999,-61.225,77.4956,36,1,1,AA,1998-99,March,5.016,3717,103.25,20.5994,0.98,33.65,26.16,,49.34,0.54,0.0
82e1a7fffffffff,2002,-61.3178,77.749,65,2,1,AA,2001-02;2002-03,December;February,5.002,3858,59.35,11.8694,0.34,33.75,19.4,,270.81,1.08,0.0
82e1a7fffffffff,2003,-61.0061,76.8094,36,2,1,AA,2002-03,March,5.02,8170,226.94,45.3082,1.32,33.63,6.39,,110.37,1.08,0.0
82e1a7fffffffff,2004,-61.6878,78.7175,36,1,1,AA,2004-05,December,5.0,4913,136.47,27.2944,-0.01,33.53,0.08,,318.12,0.38,0.0
82e1a7fffffffff,2005,-60.1742,75.8787,21,1,1,UM,2004-05,January,5.044,1636,77.9,15.445,1.36,,5.49,,206.58,1.54,0.0
82e1a7fffffffff,2006,-60.7749,77.3524,47,4,2,AA;UM,2005-06,January;March,4.908,8567,182.28,37.0892,2.27,33.72,4.09,,156.81,1.41,0.0
82e1a7fffffffff,2008,-61.0169,77.0757,37,3,2,AA;UM,2007-08,January;March,5.046,884,23.89,4.7577,2.45,33.67,4.22,2.0,78.92,1.1,0.0
82e1a7fffffffff,2009,-62.3024,78.7304,49,3,2,AA;UM,2008-09,January,5.006,3201,65.33,13.0454,1.88,33.59,1.15,0.58,674.79,1.14,0.0
82e1a7fffffffff,2023,-61.8598,78.3148,32,1,1,IN,2022-23,February,5.0,5191,162.22,32.4438,0.84,33.75,3.06,1.53,156.83,1.32,0.0
82e1affffffffff,2002,-61.6421,72.5025,22,1,1,AA,2002-03,December,5.0,852,38.73,7.7455,-0.34,33.67,24.92,,1044.3,0.63,0.0
82e1affffffffff,2004,-60.7202,73.184,31,1,1,AA,2003-04,January,5.0,14224,458.84,91.7677,1.8,33.65,13.05,,131.95,1.62,0.0
82e1affffffffff,2005,-61.3553,72.0173,36,2,1,UM,2004-05,January,4.378,624,17.33,3.8053,1.0,,2.59,,238.63,1.45,0.0
82e1affffffffff,2006,-61.9021,72.9434,17,1,1,UM,2005-06,January,5.0,4002,235.41,47.0824,2.76,33.63,3.56,,582.31,1.14,0.0
82e1affffffffff,2008,-61.1591,73.0906,30,1,1,AA,2007-08,March,5.0,4244,141.47,28.2933,0.73,33.89,5.44,0.17,42.3,0.9,0.0
82e1b7fffffffff,1997,-57.7295,83.0847,2,1,1,AA,1997-98,November,6.246,13,6.5,1.0407,-1.54,33.95,,,996.31,-0.25,0.0
82e1b7fffffffff,2002,-59.7974,81.8196,26,1,1,AA,2002-03,December,5.0,4016,154.46,30.8923,-0.2,33.84,16.72,,300.74,0.72,0.0
82e1b7fffffffff,2003,-58.9603,81.0229,34,1,1,AA,2002-03,March,5.032,10323,303.62,60.5035,1.34,33.69,5.82,,95.9,1.33,0.0
82e1b7fffffffff,2004,-59.0671,81.8427,37,1,1,AA,2004-05,December,5.0,2622,70.86,14.173,0.18,33.74,0.09,,412.16,0.85,0.0
82e1b7fffffffff,2005,-58.1126,79.8981,33,1,1,UM,2004-05,January,5.044,1771,53.67,10.6397,1.25,,4.34,,287.27,1.77,0.0
82e1b7fffffffff,2006,-59.1449,81.5891,68,4,2,AA;UM,2005-06,January,5.038,8765,128.9,25.5666,2.2,33.9,2.49,,622.68,1.75,0.0
82e1b7fffffffff,2008,-58.4256,80.786,67,4,2,AA;UM,2007-08,January;March,5.007,10575,157.84,31.5939,2.13,33.83,4.59,1.32,175.09,1.45,0.0
82e1b7fffffffff,2009,-58.9759,81.9871,36,1,1,UM,2008-09,January,5.0,4929,136.92,27.3833,2.71,33.76,7.19,,97.88,1.79,0.0
82e407fffffffff,1991,-59.5046,101.4833,30,1,1,AA,1990-91,March,4.937,801,26.7,5.4081,1.94,33.67,25.53,,11.5,1.6,0.0
82e407fffffffff,1998,-59.4065,101.278,22,1,1,AA,1997-98,February,6.172,6464,293.82,47.646,2.77,33.0,37.1,,29.14,2.27,0.0
82e407fffffffff,2000,-59.6051,102.2942,71,4,2,AA;SH,1999-00;2000-01,December;January,4.984,9713,136.8,27.4088,0.78,33.84,4.72,,319.43,1.45,0.0
82e407fffffffff,2001,-60.194,102.6659,44,2,1,AA,2000-01,January;March,5.0,2256,51.27,10.2545,3.15,33.65,5.53,,217.16,1.4,0.0
82e407fffffffff,2002,-61.0411,103.317,39,1,1,AA,2001-02,February,5.056,5225,133.97,26.4981,2.0,33.85,4.26,,359.69,1.7,0.0
82e407fffffffff,2003,-61.5143,101.9354,16,1,1,AA,2002-03,January,5.0,769,48.06,9.6125,0.54,33.49,2.18,,486.9,1.38,0.0
82e407fffffffff,2005,-60.3109,105.0236,30,1,1,AA,2005-06,December,5.0,2908,96.93,19.3867,0.97,33.9,2.35,,145.58,0.26,0.0
82e407fffffffff,2009,-60.1237,102.8284,72,4,1,AA,2008-09;2009-10,January;March;November,5.027,10034,139.36,27.858,0.77,33.6,0.93,0.39,140.13,1.6,0.0
82e407fffffffff,2010,-60.2771,102.2817,63,3,1,AA,2009-10,February;March,4.972,4440,70.48,14.1073,2.06,33.72,0.77,0.1,411.86,2.09,0.0
82e407fffffffff,2011,-60.6543,103.8663,15,2,1,AA,2010-11;2011-12,February;October,4.877,2591,172.73,34.7738,0.32,33.89,0.8,0.53,432.16,0.52,0.0
82e407fffffffff,2012,-61.2383,102.8699,69,2,1,AA,2011-12;2012-13,March;November,5.0,10192,147.71,29.542,0.2,33.75,0.73,0.45,356.98,0.43,0.104
82e407fffffffff,2013,-59.6058,102.4104,37,2,1,AA,2012-13,February,4.985,11296,305.3,61.3035,2.67,33.63,1.1,0.0,113.82,2.18,0.0
82e407fffffffff,2016,-60.8625,103.031,39,1,1,AA,2015-16,January,5.0,5450,139.74,27.9487,0.99,33.76,450.29,1.18,493.48,1.6,0.0
82e407fffffffff,2017,-59.6622,102.4226,39,2,1,AA,2016-17;2017-18,February;November,4.95,6138,157.38,31.8931,2.75,33.7,245.93,1.0,368.65,2.41,0.0
82e407fffffffff,2021,-61.4549,103.3712,30,2,1,IN,2020-21,February,4.968,3389,112.97,22.7058,1.54,33.73,3.34,1.23,136.08,1.55,0.0
82e40ffffffffff,1991,-60.9383,96.4671,39,2,1,AA,1990-91,March,5.003,1571,40.28,7.5809,1.87,33.7,28.96,,205.19,1.15,0.0
82e40ffffffffff,1993,-62.5094,96.9276,14,1,1,AA,1992-93,January,4.349,19,1.36,0.3121,,33.85,,,,1.13,0.0
82e40ffffffffff,1998,-60.7272,96.3184,33,2,1,AA,1997-98,February,5.863,2032,61.58,10.3381,2.34,33.4,57.73,,274.99,1.94,0.0
82e40ffffffffff,2000,-60.7735,96.7525,55,3,2,AA;SH,1999-00;2000-01,December;January,5.023,4067,73.95,14.7717,0.35,33.78,26.12,,95.8,1.26,0.0
